fundingInterval,fundingRate,fundingRateDaily,symbol,timestamp
2000-01-01T08:00:00.000Z,0.000123,0.00036899999999999997,XBTUSD,2020-02-03 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.000532,0.0015960000000000002,XBTUSD,2020-02-03 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.00035800000000000003,0.001074,XBTUSD,2020-02-02 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-02-02 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.000106,0.00031800000000000003,XBTUSD,2020-02-02 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.000283,0.0008489999999999999,XBTUSD,2020-02-01 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-02-01 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-02-01 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.000522,0.001566,XBTUSD,2020-01-31 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.00021600000000000002,0.0006479999999999999,XBTUSD,2020-01-31 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.000317,0.000951,XBTUSD,2020-01-31 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.000732,0.002196,XBTUSD,2020-01-30 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.00043799999999999997,0.001314,XBTUSD,2020-01-30 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.00031600000000000004,0.0009480000000000001,XBTUSD,2020-01-30 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.000676,0.0020280000000000003,XBTUSD,2020-01-29 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.000597,0.001791,XBTUSD,2020-01-29 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.00023799999999999998,0.000714,XBTUSD,2020-01-29 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.000614,0.001842,XBTUSD,2020-01-28 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.00042,0.00126,XBTUSD,2020-01-28 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-28 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-27 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-27 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-27 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-26 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-26 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-26 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-25 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-25 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-25 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-24 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-24 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.000341,0.001023,XBTUSD,2020-01-24 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-23 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-23 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-23 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-22 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.000322,0.000966,XBTUSD,2020-01-22 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-22 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.000215,0.0006450000000000001,XBTUSD,2020-01-21 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-21 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-21 04:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-20 20:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-20 12:00:00+00:00
2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,XBTUSD,2020-01-20 04:00:00+00:00
