,Date,Mining Revenue
878,2017-09-18,8368699.789969999
879,2017-09-17,8161423.06774
880,2017-09-16,8227898.31767
881,2017-09-15,7489085.28
882,2017-09-14,9617966.63547
883,2017-09-13,10193192.4659
884,2017-09-12,9592187.25763
885,2017-09-11,7845878.46
886,2017-09-10,9554034.21192
887,2017-09-09,10028960.3015
888,2017-09-08,11050159.279000001
889,2017-09-07,10290919.4109
890,2017-09-06,11928773.7721
891,2017-09-05,10527922.2704
892,2017-09-04,9700709.88522
893,2017-09-03,10374577.6422
894,2017-09-02,12131997.8412
895,2017-09-01,11260486.7325
896,2017-08-31,11046350.7914
897,2017-08-30,10384095.2116
898,2017-08-29,8451775.68283
899,2017-08-28,9642615.80417
900,2017-08-27,7319121.60202
901,2017-08-26,7153227.770769999
902,2017-08-25,6929315.638160001
903,2017-08-24,10230714.975
904,2017-08-23,5749751.915019999
905,2017-08-22,6787387.377
906,2017-08-21,7392849.38327
907,2017-08-20,8768358.087960001
908,2017-08-19,8775119.92163
909,2017-08-18,10849951.0088
910,2017-08-17,8320553.0706899995
911,2017-08-16,9146734.44467
912,2017-08-15,7782196.464
913,2017-08-14,8147957.3395
914,2017-08-13,7067966.946260001
915,2017-08-12,7130610.58667
916,2017-08-11,6163927.56
917,2017-08-10,6117048.54897
918,2017-08-09,7395323.699
919,2017-08-08,6700311.56775
920,2017-08-07,5802571.55947
921,2017-08-06,7255240.30508
922,2017-08-05,6553817.39554
923,2017-08-04,5009853.06598
924,2017-08-03,5295684.411230001
925,2017-08-02,5102352.598
926,2017-08-01,5550844.9225
927,2017-07-31,5226926.13562
928,2017-07-30,5536229.74975
929,2017-07-29,5563273.166669999
930,2017-07-28,5348202.5
931,2017-07-27,4829127.82765
932,2017-07-26,4978579.95
933,2017-07-25,6381472.96526
934,2017-07-24,5998934.92638
935,2017-07-23,5890365.48029
936,2017-07-22,5613834.8937099995
937,2017-07-21,6303559.80625
938,2017-07-20,4503486.59445
939,2017-07-19,5135590.60037
940,2017-07-18,4307537.88176
941,2017-07-17,4114452.06615
942,2017-07-16,3915180.1334
943,2017-07-15,4133223.0875800005
944,2017-07-14,4943867.78329
945,2017-07-13,5595773.27429
946,2017-07-12,5418689.75698
947,2017-07-11,6117732.90436
948,2017-07-10,4618491.1051900005
949,2017-07-09,5589288.04024
950,2017-07-08,5027244.050430001
951,2017-07-07,5092047.08025
952,2017-07-06,5284210.78731
953,2017-07-05,5536124.68896
954,2017-07-04,5975338.92486
955,2017-07-03,5975338.92486
956,2017-07-02,6165436.66014
957,2017-07-01,5463199.23188
958,2017-06-30,4529057.7655
959,2017-06-29,5859693.92942
960,2017-06-28,4893544.70261
961,2017-06-27,5067818.19886
962,2017-06-26,4323782.37771
963,2017-06-25,5333679.66825
964,2017-06-24,6125531.76571
965,2017-06-23,5791396.09454
966,2017-06-22,5729387.77125
967,2017-06-21,5639440.47775
968,2017-06-20,5761788.39289
969,2017-06-19,5066179.98396
970,2017-06-18,5461151.4595
971,2017-06-17,5304593.52034
972,2017-06-16,5540766.44712
973,2017-06-15,5217092.61125
974,2017-06-14,5967683.91363
975,2017-06-13,5779114.42341
976,2017-06-12,6255384.1416
977,2017-06-11,5916952.856430001
978,2017-06-10,6408509.03145
979,2017-06-09,6905690.49109
980,2017-06-08,7060707.825189999
981,2017-06-07,6705146.00153
982,2017-06-06,6586584.01631
983,2017-06-05,5967104.60829
984,2017-06-04,7190853.406160001
985,2017-06-03,5437774.58696
986,2017-06-02,6245228.67373
987,2017-06-01,5808558.0762
988,2017-05-31,6132063.83141
989,2017-05-30,5260813.81305
990,2017-05-29,5262057.4296
991,2017-05-28,5121736.68364
992,2017-05-27,5119620.43586
993,2017-05-26,5871333.8597099995
994,2017-05-25,5524488.081
995,2017-05-24,5668946.09242
996,2017-05-23,4499105.2965
997,2017-05-22,4331490.18988
998,2017-05-21,4862316.83169
999,2017-05-20,4746879.57975
1000,2017-05-19,3986174.98086
1001,2017-05-18,4241263.69916
1002,2017-05-17,3356331.71175
1003,2017-05-16,4090703.3496199995
1004,2017-05-15,4018027.923
1005,2017-05-14,3885820.5874099997
1006,2017-05-13,3731717.8665
1007,2017-05-12,3468076.5262800003
1008,2017-05-11,3665040.51375
1009,2017-05-10,3715393.61083
1010,2017-05-09,4062173.2011
1011,2017-05-08,3505619.68821
1012,2017-05-07,3610789.2028
1013,2017-05-06,2779169.81696
1014,2017-05-05,3500746.02212
1015,2017-05-04,2760373.22543
1016,2017-05-03,3149553.46759
1017,2017-05-02,2878277.9821900004
1018,2017-05-01,2720215.54725
1019,2017-04-30,3119178.52112
1020,2017-04-29,2501502.23129
1021,2017-04-28,2725014.34977
1022,2017-04-27,2740621.52331
1023,2017-04-26,2615123.62125
1024,2017-04-25,2119150.85645
1025,2017-04-24,2732614.9
1026,2017-04-23,2596344.05
1027,2017-04-22,2983037.75
1028,2017-04-21,2456659.0
1029,2017-04-20,2444373.75
1030,2017-04-19,2500974.8
1031,2017-04-18,2278752.4
1032,2017-04-17,2320594.4
1033,2017-04-16,2416965.0
1034,2017-04-15,2292003.0
1035,2017-04-14,2072006.75
1036,2017-04-13,2357939.5
1037,2017-04-12,2769337.4
1038,2017-04-11,2406320.7
1039,2017-04-10,2532236.55
1040,2017-04-09,2143895.6
1041,2017-04-08,2599338.0
1042,2017-04-07,2391592.35
1043,2017-04-06,2485786.8
1044,2017-04-05,1939250.2
1045,2017-04-04,2669294.6
1046,2017-04-03,2296746.6
1047,2017-04-02,1942180.5
1048,2017-04-01,1987418.5
1049,2017-03-31,2262000.0
1050,2017-03-30,1943117.0
1051,2017-03-29,2192722.65
1052,2017-03-28,1848434.4
1053,2017-03-27,2046573.52
1054,2017-03-26,1696707.27
1055,2017-03-25,2189770.8
1056,2017-03-24,2076531.0
1057,2017-03-23,2248010.7
1058,2017-03-22,2188622.5
1059,2017-03-21,1948540.0
1060,2017-03-20,2267078.8
1061,2017-03-19,1983179.8
1062,2017-03-18,2279486.3
1063,2017-03-17,2470016.0
1064,2017-03-16,2446625.6
1065,2017-03-15,2657111.6
1066,2017-03-14,2417768.25
1067,2017-03-13,2509817.7
1068,2017-03-12,2359087.2
1069,2017-03-11,2329338.9
1070,2017-03-10,2399093.4
1071,2017-03-09,2250201.3
1072,2017-03-08,2609873.4
1073,2017-03-07,2484820.8
1074,2017-03-06,2524232.85
1075,2017-03-05,2317878.0
1076,2017-03-04,2670737.95
1077,2017-03-03,2702443.5
1078,2017-03-02,2416017.4
1079,2017-03-01,2451281.25
1080,2017-02-28,2305227.8
1081,2017-02-27,2725922.6
1082,2017-02-26,2521531.75
1083,2017-02-25,2628973.5
1084,2017-02-24,2381379.0
1085,2017-02-23,2084941.35
1086,2017-02-22,2066770.0
1087,2017-02-21,2121402.4
1088,2017-02-20,1835140.5
1089,2017-02-19,2102643.2
1090,2017-02-18,2094835.8
1091,2017-02-17,2071526.4
1092,2017-02-16,1822485.25
1093,2017-02-15,2198282.4
1094,2017-02-14,2090708.955
1095,2017-02-13,1790373.935
1096,2017-02-12,1792077.0
1097,2017-02-11,1914816.0
1098,2017-02-10,2148177.0
1099,2017-02-09,2002536.9
1100,2017-02-08,2077363.75
1101,2017-02-07,1694793.75
1102,2017-02-06,2069248.1
1103,2017-02-05,1935046.35
1104,2017-02-04,1970791.5
1105,2017-02-03,2047540.5
1106,2017-02-02,2400828.5
1107,2017-02-01,1817471.16
1108,2017-01-31,1736959.14
1109,2017-01-30,1944065.475
1110,2017-01-29,1787595.6
1111,2017-01-28,1976661.18
1112,2017-01-27,1834109.775
1113,2017-01-26,1721632.5
1114,2017-01-25,1723423.425
1115,2017-01-24,1639777.0
1116,2017-01-23,2002158.0
1117,2017-01-22,2095396.75
1118,2017-01-21,2134044.0
1119,2017-01-20,1969902.99
1120,2017-01-19,1672839.35
1121,2017-01-18,1808883.98
1122,2017-01-17,1769358.15
1123,2017-01-16,1716577.7
1124,2017-01-15,1759417.39
1125,2017-01-14,1577154.54
1126,2017-01-13,1750688.22
1127,2017-01-12,1522759.63
1128,2017-01-11,1842810.36
1129,2017-01-10,1548900.0
1130,2017-01-09,1915883.44
1131,2017-01-08,1583004.57
1132,2017-01-07,1805295.6
1133,2017-01-06,1773876.0
1134,2017-01-05,2308231.5
1135,2017-01-04,2141405.0
1136,2017-01-03,2060337.5
1137,2017-01-02,1961202.6
1138,2017-01-01,1785013.42
1139,2016-12-31,1880751.85
1140,2016-12-30,1831153.28
1141,2016-12-29,2011489.19
1142,2016-12-28,1828791.58
1143,2016-12-27,1610869.18
1144,2016-12-26,1867686.25
1145,2016-12-25,1540552.32
1146,2016-12-24,1720367.4
1147,2016-12-23,1717668.81
1148,2016-12-22,1659583.37
1149,2016-12-21,1380945.27
1150,2016-12-20,1511601.0
1151,2016-12-19,1398471.23
1152,2016-12-18,1439997.29
1153,2016-12-17,1317539.32
1154,2016-12-16,1249509.75
1155,2016-12-15,1354213.25
1156,2016-12-14,1739710.08
1157,2016-12-13,1520295.44
1158,2016-12-12,1520295.44
1159,2016-12-11,1287818.0
1160,2016-12-10,1312529.71
1161,2016-12-09,1516416.0
1162,2016-12-08,1686375.17
1163,2016-12-07,1435055.31
1164,2016-12-06,1450084.71
1165,2016-12-05,1422187.52
1166,2016-12-04,1648884.64
1167,2016-12-03,1419702.79
1168,2016-12-02,1391603.68
1169,2016-12-01,1321104.2
1170,2016-11-30,1388629.47
1171,2016-11-29,1511320.32
1172,2016-11-28,1303985.32
1173,2016-11-27,1424452.54
1174,2016-11-26,1450482.78
1175,2016-11-25,1540282.37
1176,2016-11-24,1371590.0
1177,2016-11-23,1264052.4
1178,2016-11-22,1300552.0
1179,2016-11-21,1177092.75
1180,2016-11-20,1337807.52
1181,2016-11-19,1385428.0
1182,2016-11-18,1467356.7
1183,2016-11-17,1590935.5
1184,2016-11-16,1389794.85
1185,2016-11-15,1523261.75
1186,2016-11-14,1259145.88
1187,2016-11-13,1478735.97
1188,2016-11-12,1459015.6
1189,2016-11-11,1501227.0
1190,2016-11-10,1334964.94
1191,2016-11-09,1507321.19
1192,2016-11-08,1294398.35
1193,2016-11-07,1379564.0
1194,2016-11-06,1325997.44
1195,2016-11-05,1036526.64
1196,2016-11-04,1348852.25
1197,2016-11-03,1230807.01
1198,2016-11-02,1321902.0
1199,2016-11-01,1298202.25
1200,2016-10-31,1487565.84
1201,2016-10-30,1338194.47
1202,2016-10-29,1318835.89
1203,2016-10-28,1402328.39
1204,2016-10-27,1204154.59
1205,2016-10-26,1158039.29
1206,2016-10-25,1173414.58
1207,2016-10-24,1186462.78
1208,2016-10-23,1237419.9
1209,2016-10-22,1302488.0
1210,2016-10-21,1065517.32
1211,2016-10-20,998480.54
1212,2016-10-19,1239301.7
1213,2016-10-18,1001040.49
1214,2016-10-17,1047566.76
1215,2016-10-16,1135929.6
1216,2016-10-15,1090902.33
1217,2016-10-14,1020493.4
1218,2016-10-13,1156671.17
1219,2016-10-12,1114413.27
1220,2016-10-11,969459.85
1221,2016-10-10,1232591.35
1222,2016-10-09,1311355.5
1223,2016-10-08,1116457.9
1224,2016-10-07,1237023.86
1225,2016-10-06,1281294.75
1226,2016-10-05,1206349.75
1227,2016-10-04,1164434.0
1228,2016-10-03,1074561.0
1229,2016-10-02,1205132.0
1230,2016-10-01,1084454.0
1231,2016-09-30,1083864.35
1232,2016-09-29,1119367.31
1233,2016-09-28,1276511.72
1234,2016-09-27,1165493.71
1235,2016-09-26,1395674.25
1236,2016-09-25,1258908.62
1237,2016-09-24,1027531.44
1238,2016-09-23,1051860.0
1239,2016-09-22,1241468.76
1240,2016-09-21,1166565.27
1241,2016-09-20,1013869.97
1242,2016-09-19,1112983.75
1243,2016-09-18,1239350.12
1244,2016-09-17,1067815.0
1245,2016-09-16,1179081.75
1246,2016-09-15,1197718.89
1247,2016-09-14,1275111.83
1248,2016-09-13,1245625.42
1249,2016-09-12,1251012.5
1250,2016-09-11,1217738.12
1251,2016-09-10,1120494.37
1252,2016-09-09,1134450.0
1253,2016-09-08,1177623.3
1254,2016-09-07,1044942.9
1255,2016-09-06,1072259.87
1256,2016-09-05,1376331.0
1257,2016-09-04,959616.0
1258,2016-09-03,1109403.0
1259,2016-09-02,1008150.0
1260,2016-09-01,970161.44
1261,2016-08-31,1194622.05
1262,2016-08-30,1070546.37
1263,2016-08-29,1091820.34
1264,2016-08-28,1024500.66
1265,2016-08-27,953716.5
1266,2016-08-26,940023.47
1267,2016-08-25,1110792.9
1268,2016-08-24,1074378.36
1269,2016-08-23,1168789.12
1270,2016-08-22,1182381.62
1271,2016-08-21,1134217.5
1272,2016-08-20,1108626.82
1273,2016-08-19,1105741.56
1274,2016-08-18,883763.26
1275,2016-08-17,984960.0
1276,2016-08-16,1035485.42
1277,2016-08-15,1167746.39
1278,2016-08-14,1197995.5
1279,2016-08-13,1093307.25
1280,2016-08-12,1115316.79
1281,2016-08-11,1123923.75
1282,2016-08-10,949947.25
1283,2016-08-09,1137218.25
1284,2016-08-08,1101643.4
1285,2016-08-07,1232269.96
1286,2016-08-06,1223918.39
1287,2016-08-05,1102137.72
1288,2016-08-04,1187784.0
1289,2016-08-03,1174458.55
1290,2016-08-02,1158954.11
1291,2016-08-01,1205755.02
1292,2016-07-31,979638.82
1293,2016-07-30,1216861.96
1294,2016-07-29,1126800.22
1295,2016-07-28,1056015.09
1296,2016-07-27,1058492.0
1297,2016-07-26,1083868.56
1298,2016-07-25,1044634.82
1299,2016-07-24,1073869.3
1300,2016-07-23,1049710.54
1301,2016-07-22,1108239.16
1302,2016-07-21,1253687.59
1303,2016-07-20,1084448.36
1304,2016-07-19,1260663.03
1305,2016-07-18,1266649.0
1306,2016-07-17,1302095.02
1307,2016-07-16,1127082.34
1308,2016-07-15,1175290.03
1309,2016-07-14,1070321.94
1310,2016-07-13,1213263.1
1311,2016-07-12,1162507.11
1312,2016-07-11,1267110.0
1313,2016-07-10,2036093.74
1314,2016-07-09,2401373.19
1315,2016-07-08,2195264.88
1316,2016-07-07,2367306.17
1317,2016-07-06,2420500.04
1318,2016-07-05,2555599.5
1319,2016-07-04,2541313.4
1320,2016-07-03,2625265.08
1321,2016-07-02,2649743.25
1322,2016-07-01,2538866.97
1323,2016-06-30,2340735.09
1324,2016-06-29,2418860.27
1325,2016-06-28,2386530.51
1326,2016-06-27,2297205.75
1327,2016-06-26,2760622.54
1328,2016-06-25,2149986.77
1329,2016-06-24,2193393.94
1330,2016-06-23,1909240.0
1331,2016-06-22,2506373.5
1332,2016-06-21,3057429.0
1333,2016-06-20,3392968.32
1334,2016-06-19,3016479.89
1335,2016-06-18,2779037.6
1336,2016-06-17,2863856.69
1337,2016-06-16,2681772.09
1338,2016-06-15,2277298.22
1339,2016-06-14,2830943.5
1340,2016-06-13,2467036.73097
1341,2016-06-12,2364669.10434
1342,2016-06-11,2116658.57487
1343,2016-06-10,2410788.5668200003
1344,2016-06-09,2112419.15447
1345,2016-06-08,2169535.0617
1346,2016-06-07,2514600.5756599996
1347,2016-06-06,2479401.3901
1348,2016-06-05,1733523.1157900002
1349,2016-06-04,2047467.65164
1350,2016-06-03,1894573.9211400002
1351,2016-06-02,1972575.7704599998
1352,2016-06-01,1714201.23967
1353,2016-05-31,1934163.22268
1354,2016-05-30,1906764.23665
1355,2016-05-29,1764424.68141
1356,2016-05-28,1667597.5925399999
1357,2016-05-27,1575322.67973
1358,2016-05-26,1583655.90402
1359,2016-05-25,1663136.18974
1360,2016-05-24,2025077.24076
1361,2016-05-23,2033724.97348
1362,2016-05-22,1589937.02795
1363,2016-05-21,1666418.67319
1364,2016-05-20,1361086.73281
1365,2016-05-19,1770178.4303
1366,2016-05-18,1622904.53679
1367,2016-05-17,1630979.37464
1368,2016-05-16,1609202.06235
1369,2016-05-15,1662212.6502200002
1370,2016-05-14,1757652.4864599998
1371,2016-05-13,1601340.81171
1372,2016-05-12,1525359.47321
1373,2016-05-11,1799145.8357900002
1374,2016-05-10,2015490.7189200001
1375,2016-05-09,1881265.3080400003
1376,2016-05-08,1738667.632
1377,2016-05-07,1887205.0067099999
1378,2016-05-06,1769132.6279
1379,2016-05-05,1900230.17376
1380,2016-05-04,1722607.80088
1381,2016-05-03,1762341.41699
1382,2016-05-02,1766704.3203099999
1383,2016-05-01,1650450.46585
1384,2016-04-30,1824603.31899
1385,2016-04-29,1552496.67705
1386,2016-04-28,1463200.88494
1387,2016-04-27,1924687.3534400002
1388,2016-04-26,1492839.92841
1389,2016-04-25,1531303.6199
1390,2016-04-24,1639604.70135
1391,2016-04-23,1618011.2905700002
1392,2016-04-22,1721837.3624
1393,2016-04-21,1843768.2548200001
1394,2016-04-20,1629131.43
1395,2016-04-19,1460870.32
1396,2016-04-18,1642389.18
1397,2016-04-17,1550671.73
1398,2016-04-16,1574760.3
1399,2016-04-15,1767502.96
1400,2016-04-14,1685701.7
1401,2016-04-13,1639676.5
1402,2016-04-12,1607456.49
1403,2016-04-11,1848004.29
1404,2016-04-10,1707680.24
1405,2016-04-09,1506409.6
1406,2016-04-08,1558583.64
1407,2016-04-07,1650251.71
1408,2016-04-06,1591759.98
1409,2016-04-05,1735875.57
1410,2016-04-04,1554802.33
1411,2016-04-03,1591174.42
1412,2016-04-02,1444803.75
1413,2016-04-01,1321282.86
1414,2016-03-31,1660945.8
1415,2016-03-30,1780614.0
1416,2016-03-29,1519272.32
1417,2016-03-28,1646594.4
1418,2016-03-27,1541868.39
1419,2016-03-26,1523337.52
1420,2016-03-25,1588000.11
1421,2016-03-24,1593071.4
1422,2016-03-23,1565038.8
1423,2016-03-22,1308642.12
1424,2016-03-21,1563801.39
1425,2016-03-20,1384278.67
1426,2016-03-19,1427774.04
1427,2016-03-18,1432167.44
1428,2016-03-17,1787925.02
1429,2016-03-16,1593584.76
1430,2016-03-15,1593584.76
1431,2016-03-14,1580232.02
1432,2016-03-13,1362701.76
1433,2016-03-12,1733741.52
1434,2016-03-11,1692288.0
1435,2016-03-10,1725518.7
1436,2016-03-09,1399239.27
1437,2016-03-08,1614392.86
1438,2016-03-07,1437551.76
1439,2016-03-06,1619238.0
1440,2016-03-05,1604280.96
1441,2016-03-04,1431631.68
1442,2016-03-03,1720819.98
1443,2016-03-02,1405736.85
1444,2016-03-01,1495225.04
1445,2016-02-29,1632881.49
1446,2016-02-28,1431216.0
1447,2016-02-27,1609521.62
1448,2016-02-26,1547380.8
1449,2016-02-25,1319648.9
1450,2016-02-24,1427391.0
1451,2016-02-23,1443980.5
1452,2016-02-22,1386597.3
1453,2016-02-21,1754843.64
1454,2016-02-20,1471848.42
1455,2016-02-19,1902961.74
1456,2016-02-18,1481533.76
1457,2016-02-17,1531594.54
1458,2016-02-16,1505873.6
1459,2016-02-15,1824390.92
1460,2016-02-14,1500384.6
1461,2016-02-13,1531180.44
1462,2016-02-12,1824977.0
1463,2016-02-11,1617865.62
1464,2016-02-10,1589926.87
1465,2016-02-09,1527627.0
1466,2016-02-08,1714719.12
1467,2016-02-07,1796933.68
1468,2016-02-06,1755051.09
1469,2016-02-05,1796689.96
1470,2016-02-04,1620135.24
1471,2016-02-03,1552556.36
1472,2016-02-02,1655772.0
1473,2016-02-01,1698131.16
1474,2016-01-31,1689976.32
1475,2016-01-30,1620331.7
1476,2016-01-29,1434150.0
1477,2016-01-28,1537171.65
1478,2016-01-27,1634415.64
1479,2016-01-26,1691196.21
1480,2016-01-25,1694688.25
1481,2016-01-24,1754466.0
1482,2016-01-23,1610297.5
1483,2016-01-22,1384752.0
1484,2016-01-21,1509187.68
1485,2016-01-20,1425654.9
1486,2016-01-19,1700240.64
1487,2016-01-18,1352544.05
1488,2016-01-17,1300104.0
1489,2016-01-16,1217938.2
1490,2016-01-15,1439090.8
1491,2016-01-14,1657710.63
1492,2016-01-13,1980490.44
1493,2016-01-12,1914972.13
1494,2016-01-11,1909014.72
1495,2016-01-10,1802400.6
1496,2016-01-09,1971446.4
1497,2016-01-08,1648782.14
1498,2016-01-07,1477472.5
1499,2016-01-06,1774245.2
1500,2016-01-05,1906932.0
1501,2016-01-04,1604631.24
1502,2016-01-03,1498828.76
1503,2016-01-02,1467328.02
1504,2016-01-01,1557216.18
1505,2015-12-31,1864368.0
1506,2015-12-30,1652090.16
1507,2015-12-29,1719238.9
1508,2015-12-28,2050872.46
1509,2015-12-27,1955357.22
1510,2015-12-26,1537832.4
1511,2015-12-25,1709121.75
1512,2015-12-24,1837989.6
1513,2015-12-23,1553396.74
1514,2015-12-22,1706543.0
1515,2015-12-21,1851709.86
1516,2015-12-20,1803135.6
1517,2015-12-19,1852781.15
1518,2015-12-18,1819000.68
1519,2015-12-17,1926328.77
1520,2015-12-16,2234910.72
1521,2015-12-15,1978018.4
1522,2015-12-14,1648972.82
1523,2015-12-13,1796268.96
1524,2015-12-12,1961096.06
1525,2015-12-11,2051183.4
1526,2015-12-10,1847312.62
1527,2015-12-09,1582724.93
1528,2015-12-08,1505973.06
1529,2015-12-07,1688873.2
1530,2015-12-06,1688873.2
1531,2015-12-05,1598511.04
1532,2015-12-04,1316201.19
1533,2015-12-03,1337791.88
1534,2015-12-02,1736234.24
1535,2015-12-01,1408908.46
1536,2015-11-30,1436265.08
1537,2015-11-29,1301570.64
1538,2015-11-28,1348275.0
1539,2015-11-27,1419492.0
1540,2015-11-26,1259375.0
1541,2015-11-25,1227886.4
1542,2015-11-24,1306072.25
1543,2015-11-23,1409226.76
1544,2015-11-22,1456881.0
1545,2015-11-21,1282480.0
1546,2015-11-20,1159725.0
1547,2015-11-19,1179974.88
1548,2015-11-18,1360933.45
1549,2015-11-17,1457241.0
1550,2015-11-16,1175537.51
1551,2015-11-15,1269517.5
1552,2015-11-14,1395572.2
1553,2015-11-13,1218630.0
1554,2015-11-12,1380604.5
1555,2015-11-11,1273595.16
1556,2015-11-10,1402696.4
1557,2015-11-09,1344441.24
1558,2015-11-08,1589032.76
1559,2015-11-07,1342629.66
1560,2015-11-06,1504000.0
1561,2015-11-05,1713673.05
1562,2015-11-04,1628638.0
1563,2015-11-03,1245221.95
1564,2015-11-02,1246623.0
1565,2015-11-01,1190201.76
1566,2015-10-31,1360583.6
1567,2015-10-30,1158573.88
1568,2015-10-29,1024800.6
1569,2015-10-28,1173025.4
1570,2015-10-27,1089933.75
1571,2015-10-26,1150243.99
1572,2015-10-25,980489.7
1573,2015-10-24,1075873.54
1574,2015-10-23,1083198.3
1575,2015-10-22,983560.5
1576,2015-10-21,864439.2
1577,2015-10-20,1103132.16
1578,2015-10-19,944259.12
1579,2015-10-18,944259.12
1580,2015-10-17,888738.21
1581,2015-10-16,1023533.62
1582,2015-10-15,1045411.92
1583,2015-10-14,974099.6
1584,2015-10-13,842332.5
1585,2015-10-12,868877.49
1586,2015-10-11,935013.52
1587,2015-10-10,921712.5
1588,2015-10-09,819523.44
1589,2015-10-08,841733.41
1590,2015-10-07,834095.25
1591,2015-10-06,924519.16
1592,2015-10-05,890376.84
1593,2015-10-04,908309.71
1594,2015-10-03,914586.08
1595,2015-10-02,748769.22
1596,2015-10-01,927003.42
1597,2015-09-30,928562.73
1598,2015-09-29,1033908.0
1599,2015-09-28,836290.0
1600,2015-09-27,842917.0
1601,2015-09-26,961315.83
1602,2015-09-25,853501.1
1603,2015-09-24,868521.15
1604,2015-09-23,923685.18
1605,2015-09-22,753538.56
1606,2015-09-21,695204.0
1607,2015-09-20,766418.62
1608,2015-09-19,844821.74
1609,2015-09-18,830934.0
1610,2015-09-17,854930.72
1611,2015-09-16,943920.0
1612,2015-09-15,924674.4
1613,2015-09-14,810256.5
1614,2015-09-13,808141.81
1615,2015-09-12,1044415.29
1616,2015-09-11,1019359.04
1617,2015-09-10,852524.08
1618,2015-09-09,851509.24
1619,2015-09-08,826486.75
1620,2015-09-07,959839.2
1621,2015-09-06,893388.69
1622,2015-09-05,881886.8
1623,2015-09-04,866697.62
1624,2015-09-03,898267.92
1625,2015-09-02,874008.96
1626,2015-09-01,923760.0
1627,2015-08-31,819141.99
1628,2015-08-30,946656.56
1629,2015-08-29,877903.33
1630,2015-08-28,855555.96
1631,2015-08-27,892476.0
1632,2015-08-26,771519.5
1633,2015-08-25,842084.76
1634,2015-08-24,787802.6
1635,2015-08-23,869575.88
1636,2015-08-22,904694.07
1637,2015-08-21,909597.0
1638,2015-08-20,892100.96
1639,2015-08-19,926771.5
1640,2015-08-18,932483.9
1641,2015-08-17,950836.71
1642,2015-08-16,950836.71
1643,2015-08-15,894962.52
1644,2015-08-14,900557.27
1645,2015-08-13,997387.5
1646,2015-08-12,830459.0
1647,2015-08-11,1130128.35
1648,2015-08-10,1162172.07
1649,2015-08-09,900570.06
1650,2015-08-08,1065525.72
1651,2015-08-07,999936.81
1652,2015-08-06,979548.5
1653,2015-08-05,900084.96
1654,2015-08-04,1035690.0
1655,2015-08-03,1051958.61
1656,2015-08-02,1108164.12
1657,2015-08-01,1160777.2
1658,2015-07-31,999862.58
1659,2015-07-30,994670.04
1660,2015-07-29,1093613.4
1661,2015-07-28,1056073.48
1662,2015-07-27,1135825.74
1663,2015-07-26,1014092.77
1664,2015-07-25,1104263.52
1665,2015-07-24,1213267.9
1666,2015-07-23,1037676.64
1667,2015-07-22,1028008.16
1668,2015-07-21,984206.16
1669,2015-07-20,1011196.84
1670,2015-07-19,991991.37
1671,2015-07-18,1124555.52
1672,2015-07-17,1007435.76
1673,2015-07-16,945029.52
1674,2015-07-15,1128304.1
1675,2015-07-14,1025923.61
1676,2015-07-13,1060744.1
1677,2015-07-12,1081003.5
1678,2015-07-11,1074503.5
1679,2015-07-10,1130127.24
1680,2015-07-09,945214.56
1681,2015-07-08,1051752.0
1682,2015-07-07,1000621.44
1683,2015-07-06,1169750.23
1684,2015-07-05,986961.56
1685,2015-07-04,1004340.48
1686,2015-07-03,1039532.5
1687,2015-07-02,898066.26
1688,2015-07-01,940636.8
1689,2015-06-30,945633.06
1690,2015-06-29,873579.6
1691,2015-06-28,917924.4
1692,2015-06-27,799424.5
1693,2015-06-26,896744.42
1694,2015-06-25,971550.72
1695,2015-06-24,912266.24
1696,2015-06-23,877380.24
1697,2015-06-22,917161.05
1698,2015-06-21,742685.61
1699,2015-06-20,823037.76
1700,2015-06-19,999108.3
1701,2015-06-18,960479.25
1702,2015-06-17,893357.04
1703,2015-06-16,759112.9
1704,2015-06-15,890981.28
1705,2015-06-14,844662.0
1706,2015-06-13,913282.74
1707,2015-06-12,786071.64
1708,2015-06-11,891497.0
1709,2015-06-10,905199.7
1710,2015-06-09,935586.6
1711,2015-06-08,807120.0
1712,2015-06-07,932248.8
1713,2015-06-06,906939.6
1714,2015-06-05,799318.9
1715,2015-06-04,804501.18
1716,2015-06-03,807176.43
1717,2015-06-02,824901.27
1718,2015-06-01,771728.0
1719,2015-05-31,855431.6
1720,2015-05-30,720632.16
1721,2015-05-29,929799.54
1722,2015-05-28,784167.68
1723,2015-05-27,855635.0
1724,2015-05-26,800308.48
1725,2015-05-25,851874.75
1726,2015-05-24,850507.02
1727,2015-05-23,719414.01
1728,2015-05-22,857382.5
1729,2015-05-21,906004.0
1730,2015-05-20,836349.0
1731,2015-05-19,792416.6
1732,2015-05-18,813151.55
1733,2015-05-17,1022577.86
1734,2015-05-16,760292.19
1735,2015-05-15,983664.0
1736,2015-05-14,837456.48
1737,2015-05-13,986656.8
1738,2015-05-12,957828.66
1739,2015-05-11,913514.79
1740,2015-05-10,775494.0
1741,2015-05-09,762777.12
1742,2015-05-08,909134.8
1743,2015-05-07,945553.59
1744,2015-05-06,846721.89
1745,2015-05-05,907195.56
1746,2015-05-04,782431.21
1747,2015-05-03,832645.62
1748,2015-05-02,863705.57
1749,2015-05-01,861356.7
1750,2015-04-30,785569.33
1751,2015-04-29,731686.98
1752,2015-04-28,877280.4
