,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades, taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
16,2018-06-13 01:00:00,10.09090000,10.47000000,9.12000000,10.03700000,10351432.78000000,2018-06-14 00:59:59.999,102359990.49765500,113104,5782310.23000000,57261137.18948200,0
17,2018-06-14 01:00:00,10.03120000,11.78990000,9.46200000,11.25340000,10052349.00000000,2018-06-15 00:59:59.999,106523028.94005500,128840,5180605.42000000,54872807.86310700,0
18,2018-06-15 01:00:00,11.25340000,11.45000000,10.51070000,10.65470000,5408054.38000000,2018-06-16 00:59:59.999,59514835.83801600,81960,2769422.09000000,30490026.98867300,0
19,2018-06-16 01:00:00,10.65040000,10.86670000,10.16000000,10.52540000,6053921.05000000,2018-06-17 00:59:59.999,64397314.35090400,69941,3530757.60000000,37592373.55870000,0
20,2018-06-17 01:00:00,10.52540000,10.75000000,10.25000000,10.33880000,1627761.79000000,2018-06-18 00:59:59.999,17059301.81623800,38446,846251.27000000,8857444.51396500,0
21,2018-06-18 01:00:00,10.33880000,10.89900000,10.09630000,10.67910000,10669784.21000000,2018-06-19 00:59:59.999,110552296.95424000,73020,6758048.46000000,69992077.08445600,0
22,2018-06-19 01:00:00,10.67380000,10.96930000,10.38000000,10.65800000,7961229.86000000,2018-06-20 00:59:59.999,84254902.54956400,53189,4792195.86000000,50700962.53317300,0
23,2018-06-20 01:00:00,10.65070000,10.74950000,10.16000000,10.41200000,8798849.05000000,2018-06-21 00:59:59.999,91455464.48008400,59765,5815298.09000000,60457568.02602100,0
24,2018-06-21 01:00:00,10.40770000,10.83000000,10.20320000,10.40990000,8923799.16000000,2018-06-22 00:59:59.999,93496975.06417400,55757,5786251.54000000,60637628.39905300,0
25,2018-06-22 01:00:00,10.40310000,10.43200000,8.24600000,8.51980000,11547386.83000000,2018-06-23 00:59:59.999,106261475.89405200,100813,6326747.52000000,58369092.66972500,0
26,2018-06-23 01:00:00,8.51330000,8.74700000,8.06800000,8.44640000,8165524.12000000,2018-06-24 00:59:59.999,68441150.59981100,54241,4632130.58000000,38815819.85420700,0
27,2018-06-24 01:00:00,8.44640000,8.51530000,6.92000000,8.06000000,8983446.42000000,2018-06-25 00:59:59.999,68460743.08364800,74559,4730136.74000000,36052004.77162500,0
28,2018-06-25 01:00:00,8.05260000,8.70000000,7.66800000,8.33580000,9612531.13000000,2018-06-26 00:59:59.999,78832873.15614500,59566,5607119.26000000,45965817.11402100,0
29,2018-06-26 01:00:00,8.33570000,8.39990000,7.53290000,7.57600000,5966985.99000000,2018-06-27 00:59:59.999,47376969.36539600,39383,3313484.02000000,26306008.69169400,0
30,2018-06-27 01:00:00,7.55180000,8.26000000,7.38780000,7.99420000,9334245.96000000,2018-06-28 00:59:59.999,72584833.93440500,55662,5517776.50000000,42900753.74621000,0
31,2018-06-28 01:00:00,7.99500000,8.08700000,7.29840000,7.36750000,8395130.15000000,2018-06-29 00:59:59.999,65441769.13377400,54645,4807377.98000000,37533506.02915900,0
32,2018-06-29 01:00:00,7.36400000,7.95000000,7.08040000,7.74380000,7661045.91000000,2018-06-30 00:59:59.999,56484178.75773100,49782,4532283.59000000,33390884.46386700,0
33,2018-06-30 01:00:00,7.74020000,8.29800000,7.73460000,8.12700000,9584422.70000000,2018-07-01 00:59:59.999,77033354.36232000,56416,5755438.23000000,46255947.81901500,0
34,2018-07-01 01:00:00,8.12980000,8.24520000,7.76100000,8.11640000,9547404.62000000,2018-07-02 00:59:59.999,76589299.86134000,49275,6111023.27000000,49020466.33415900,0
35,2018-07-02 01:00:00,8.11360000,9.17440000,7.88000000,8.96910000,8241723.99000000,2018-07-03 00:59:59.999,68679644.59923000,58648,4874140.05000000,40444479.45076500,0
36,2018-07-03 01:00:00,8.96650000,9.43630000,8.60510000,8.83360000,11219476.51000000,2018-07-04 00:59:59.999,101340944.76352800,69085,6329062.92000000,57220126.97250500,0
37,2018-07-04 01:00:00,8.83360000,9.39550000,8.70920000,8.90640000,6569646.07000000,2018-07-05 00:59:59.999,59445534.33312900,39260,3634128.76000000,32886179.97916300,0
38,2018-07-05 01:00:00,8.90970000,9.22190000,8.65830000,8.83280000,8412873.07000000,2018-07-06 00:59:59.999,75065431.30596200,59073,4666062.16000000,41649311.34800300,0
39,2018-07-06 01:00:00,8.83300000,8.87350000,8.28800000,8.63030000,4527731.38000000,2018-07-07 00:59:59.999,39016819.76715200,40976,2270307.41000000,19571730.15634000,0
40,2018-07-07 01:00:00,8.64490000,8.89310000,8.35170000,8.83360000,2062917.31000000,2018-07-08 00:59:59.999,17679409.14611200,25922,994094.15000000,8524142.87598900,0
41,2018-07-08 01:00:00,8.83320000,8.98010000,8.65010000,8.68270000,9139546.76000000,2018-07-09 00:59:59.999,80417482.23915800,45286,5434512.95000000,47817366.91194700,0
42,2018-07-09 01:00:00,8.68260000,8.71650000,7.50000000,7.70920000,8872131.76000000,2018-07-10 00:59:59.999,75166382.94989500,55731,5128813.49000000,43594009.86758000,0
43,2018-07-10 01:00:00,7.70450000,7.82400000,7.05030000,7.11960000,6524620.99000000,2018-07-11 00:59:59.999,48523294.94168100,65430,3198051.64000000,23812741.21285500,0
44,2018-07-11 01:00:00,7.11990000,7.39930000,6.72000000,7.16160000,12859537.82000000,2018-07-12 00:59:59.999,90308610.24338400,72321,7986629.46000000,56080593.75512700,0
45,2018-07-12 01:00:00,7.16680000,7.17040000,6.54000000,6.92070000,14581793.54000000,2018-07-13 00:59:59.999,98837464.69078000,67754,9488192.09000000,64344596.26223000,0
46,2018-07-13 01:00:00,6.92080000,7.22450000,6.68810000,6.89210000,14260068.83000000,2018-07-14 00:59:59.999,100305328.60613600,65071,9100806.50000000,64057224.58986100,0
47,2018-07-14 01:00:00,6.89820000,7.08800000,6.76400000,6.92370000,12584240.60000000,2018-07-15 00:59:59.999,87061842.91313400,44555,8799343.34000000,60866202.41602600,0
48,2018-07-15 01:00:00,6.92680000,7.53460000,6.85200000,7.40750000,13645106.84000000,2018-07-16 00:59:59.999,97694619.57709100,53036,9157446.16000000,65529202.45473100,0
49,2018-07-16 01:00:00,7.40260000,8.18190000,7.22020000,8.08990000,15310182.77000000,2018-07-17 00:59:59.999,117959402.11220700,84539,9636942.33000000,74133105.84848200,0
50,2018-07-17 01:00:00,8.08450000,8.96860000,7.83000000,8.78260000,15072014.32000000,2018-07-18 00:59:59.999,123849888.38920100,90844,9365771.25000000,76862648.70974700,0
51,2018-07-18 01:00:00,8.78300000,9.37000000,8.42870000,8.60180000,15368313.36000000,2018-07-19 00:59:59.999,136554559.89374000,106523,8814557.99000000,78325731.66306200,0
52,2018-07-19 01:00:00,8.60150000,8.75920000,8.15280000,8.41750000,12014171.90000000,2018-07-20 00:59:59.999,101564586.53425700,81173,6805819.40000000,57556718.43210600,0
53,2018-07-20 01:00:00,8.42200000,8.60690000,7.71100000,7.85830000,11299468.79000000,2018-07-21 00:59:59.999,92032192.11640700,88201,6155477.89000000,50175808.33027900,0
54,2018-07-21 01:00:00,7.85830000,8.24190000,7.57200000,8.00000000,8592901.02000000,2018-07-22 00:59:59.999,68335831.11758400,59729,4598596.72000000,36571730.87725900,0
55,2018-07-22 01:00:00,7.99390000,8.27000000,7.71000000,7.84880000,7179671.84000000,2018-07-23 00:59:59.999,57904810.23791500,51200,3541091.21000000,28563875.93573100,0
56,2018-07-23 01:00:00,7.84610000,8.41440000,7.78110000,7.93530000,5692633.20000000,2018-07-24 00:59:59.999,46105467.10175800,64677,2759517.30000000,22340115.61630600,0
57,2018-07-24 01:00:00,7.93360000,8.69670000,7.71650000,8.58710000,11998912.88000000,2018-07-25 00:59:59.999,99761232.87797300,96177,6845559.30000000,57022682.80381800,0
58,2018-07-25 01:00:00,8.58090000,9.14070000,8.33850000,8.53200000,14376822.84000000,2018-07-26 00:59:59.999,124242949.68342200,86059,9056563.41000000,78248195.18145000,0
59,2018-07-26 01:00:00,8.53070000,8.86000000,8.19000000,8.30000000,13521194.47000000,2018-07-27 00:59:59.999,116182558.11324200,72125,8774789.40000000,75442863.78622500,0
60,2018-07-27 01:00:00,8.29800000,8.53520000,8.00000000,8.43210000,14149475.26000000,2018-07-28 00:59:59.999,117082790.28192500,70861,8932423.98000000,73926008.10419000,0
61,2018-07-28 01:00:00,8.42960000,8.45350000,8.12000000,8.35230000,12344279.70000000,2018-07-29 00:59:59.999,102567207.01492900,46097,7998421.51000000,66468831.52110000,0
62,2018-07-29 01:00:00,8.35010000,8.47700000,8.13000000,8.31480000,11644873.39000000,2018-07-30 00:59:59.999,96277533.21497300,42689,7565944.33000000,62550613.38493900,0
63,2018-07-30 01:00:00,8.31710000,8.35000000,7.40000000,7.74210000,11922994.36000000,2018-07-31 00:59:59.999,95041251.10680300,72362,7394434.19000000,59117072.30247000,0
64,2018-07-31 01:00:00,7.73030000,7.74640000,7.10000000,7.33170000,10844162.96000000,2018-08-01 00:59:59.999,80103751.62746800,77921,6262578.15000000,46309066.86875300,0
65,2018-08-01 01:00:00,7.33170000,7.39370000,6.88000000,7.21760000,9579047.93000000,2018-08-02 00:59:59.999,69171235.46153300,68268,5747864.46000000,41543878.32027600,0
66,2018-08-02 01:00:00,7.21460000,7.32070000,6.87070000,7.00720000,8516504.08000000,2018-08-03 00:59:59.999,60446038.71429500,53831,5193492.03000000,36879647.66002300,0
67,2018-08-03 01:00:00,7.00710000,7.25390000,6.85000000,7.17840000,7840361.16000000,2018-08-04 00:59:59.999,55466634.14793600,52153,4258894.39000000,30131197.62429200,0
68,2018-08-04 01:00:00,7.17850000,7.31940000,6.87880000,6.97790000,2585204.18000000,2018-08-05 00:59:59.999,18249593.33138100,33658,1197717.84000000,8464810.89529200,0
69,2018-08-05 01:00:00,6.97790000,7.08890000,6.90290000,7.03730000,9206157.48000000,2018-08-06 00:59:59.999,64535708.54678800,36112,6524221.57000000,45744235.00958000,0
70,2018-08-06 01:00:00,7.03390000,7.16020000,6.92730000,7.06080000,8405635.46000000,2018-08-07 00:59:59.999,59042412.04541000,40039,6008718.12000000,42214456.82824900,0
71,2018-08-07 01:00:00,7.05760000,7.19000000,6.50100000,6.56890000,9777297.88000000,2018-08-08 00:59:59.999,68040394.57857700,58778,6332113.72000000,44106139.25433800,0
72,2018-08-08 01:00:00,6.56900000,6.56900000,5.35000000,5.57880000,13221551.54000000,2018-08-09 00:59:59.999,77868585.37978100,110953,7404801.15000000,43769221.03942500,0
73,2018-08-09 01:00:00,5.57880000,5.94160000,5.39880000,5.75810000,12850965.32000000,2018-08-10 00:59:59.999,73343721.12794500,77248,8260802.78000000,47155145.44530500,0
74,2018-08-10 01:00:00,5.75480000,5.81310000,5.16060000,5.24540000,13561226.17000000,2018-08-11 00:59:59.999,74997151.43346700,94878,8264200.11000000,45758262.01957700,0
75,2018-08-11 01:00:00,5.24790000,5.32930000,4.81520000,4.96690000,13957284.98000000,2018-08-12 00:59:59.999,70846051.07246800,89242,8888579.07000000,45141503.92249600,0
76,2018-08-12 01:00:00,4.96380000,5.17010000,4.90020000,4.96530000,11379903.76000000,2018-08-13 00:59:59.999,57444099.78833700,67005,7366572.40000000,37200981.32305600,0
77,2018-08-13 01:00:00,4.96310000,5.17000000,4.47230000,4.57990000,13437268.88000000,2018-08-14 00:59:59.999,65917042.82367800,73104,8790272.06000000,43199674.36962200,0
78,2018-08-14 01:00:00,4.58180000,4.58850000,4.15000000,4.57710000,13455331.16000000,2018-08-15 00:59:59.999,58393579.20314600,84587,8533383.15000000,37018821.86126700,0
79,2018-08-15 01:00:00,4.57720000,4.92030000,4.48000000,4.62080000,13564051.57000000,2018-08-16 00:59:59.999,63720325.31108400,97087,8033680.95000000,37711200.96650400,0
80,2018-08-16 01:00:00,4.62080000,4.81190000,4.43400000,4.52100000,12620729.20000000,2018-08-17 00:59:59.999,58680031.19260700,67734,8170763.76000000,38006268.99907400,0
81,2018-08-17 01:00:00,4.51700000,5.60000000,4.48660000,5.58340000,16303531.19000000,2018-08-18 00:59:59.999,80949585.50374300,104391,9926424.50000000,49208274.18284900,0
82,2018-08-18 01:00:00,5.59010000,5.66100000,4.82000000,5.07880000,9205753.27000000,2018-08-19 00:59:59.999,48559950.27683800,76393,5035578.09000000,26632400.40130900,0
83,2018-08-19 01:00:00,5.07640000,5.40930000,4.93740000,5.28430000,4144220.91000000,2018-08-20 00:59:59.999,21534663.03404300,46094,1975342.12000000,10274690.21547600,0
84,2018-08-20 01:00:00,5.28540000,5.35500000,4.66410000,4.70200000,12405439.12000000,2018-08-21 00:59:59.999,63179322.94584300,68946,7834505.22000000,39990518.02889900,0
85,2018-08-21 01:00:00,4.70200000,4.95000000,4.65000000,4.90980000,11624179.41000000,2018-08-22 00:59:59.999,55707322.97914400,65461,7506716.42000000,35987680.33931400,0
86,2018-08-22 01:00:00,4.91120000,5.33200000,4.52030000,4.71440000,14950192.46000000,2018-08-23 00:59:59.999,73997905.56803800,89631,9189186.60000000,45534602.59798500,0
87,2018-08-23 01:00:00,4.71100000,4.95120000,4.64100000,4.89610000,11319765.31000000,2018-08-24 00:59:59.999,54197191.76423700,57334,7538577.94000000,36072586.39015900,0
88,2018-08-24 01:00:00,4.89640000,5.10840000,4.77100000,5.04160000,12609719.58000000,2018-08-25 00:59:59.999,62046918.99258600,58419,8483352.10000000,41738031.84025200,0
89,2018-08-25 01:00:00,5.04830000,5.07060000,4.90380000,5.02840000,11571667.26000000,2018-08-26 00:59:59.999,57881226.93714100,46466,8176236.29000000,40895870.58225700,0
90,2018-08-26 01:00:00,5.03090000,5.04800000,4.81710000,4.94970000,11920852.34000000,2018-08-27 00:59:59.999,58681457.25434100,47902,8461838.73000000,41659358.10610100,0
91,2018-08-27 01:00:00,4.94570000,5.43510000,4.90430000,5.39200000,14618857.84000000,2018-08-28 00:59:59.999,75278121.99695600,70593,9422115.33000000,48455419.35089900,0
92,2018-08-28 01:00:00,5.39190000,6.03000000,5.27000000,5.91650000,15445866.35000000,2018-08-29 00:59:59.999,85134210.55522400,85155,9908074.29000000,54541011.74542600,0
93,2018-08-29 01:00:00,5.91740000,6.48020000,5.76960000,6.12510000,17756893.76000000,2018-08-30 00:59:59.999,108063170.17433400,113586,10664853.52000000,64813972.69893600,0
94,2018-08-30 01:00:00,6.12520000,6.27990000,5.73040000,6.06400000,13024568.83000000,2018-08-31 00:59:59.999,77752071.45180200,82482,7612263.16000000,45417084.91337600,0
95,2018-08-31 01:00:00,6.06410000,6.50000000,5.91710000,6.40250000,15251455.65000000,2018-09-01 00:59:59.999,94960775.85953300,86899,9643969.67000000,60024933.86995400,0
96,2018-09-01 01:00:00,6.40850000,6.81160000,6.39710000,6.66700000,14560265.70000000,2018-09-02 00:59:59.999,96958083.20904800,81603,9297713.61000000,61912740.44796000,0
97,2018-09-02 01:00:00,6.66700000,6.69620000,6.31580000,6.63660000,12465241.13000000,2018-09-03 00:59:59.999,81280739.57344800,80421,8111480.62000000,52882195.28788600,0
98,2018-09-03 01:00:00,6.63860000,6.71900000,6.38340000,6.46490000,11189975.03000000,2018-09-04 00:59:59.999,72670868.60940200,57820,7313811.44000000,47496215.58905400,0
99,2018-09-04 01:00:00,6.46680000,6.64000000,6.33270000,6.48000000,12281351.21000000,2018-09-05 00:59:59.999,79778755.34777800,54676,8603718.10000000,55884404.56684700,0
100,2018-09-05 01:00:00,6.48000000,6.58000000,5.09520000,5.15110000,16739077.82000000,2018-09-06 00:59:59.999,99207764.54295100,99211,9959536.62000000,59528393.36345400,0
101,2018-09-06 01:00:00,5.14980000,5.26560000,4.85000000,5.23630000,15053327.18000000,2018-09-07 00:59:59.999,76131744.34558300,95685,8964209.37000000,45350658.74000800,0
102,2018-09-07 01:00:00,5.23390000,5.35000000,4.93000000,5.05150000,12515313.61000000,2018-09-08 00:59:59.999,64019559.97583700,68977,7783124.48000000,39821292.49793600,0
103,2018-09-08 01:00:00,5.05040000,5.14690000,4.63000000,4.74500000,12253396.81000000,2018-09-09 00:59:59.999,60990822.72431900,59461,7751564.50000000,38655153.07644700,0
104,2018-09-09 01:00:00,4.74260000,5.18950000,4.65010000,4.94490000,14468610.64000000,2018-09-10 00:59:59.999,71581436.51497400,71963,8859854.66000000,43710112.44820500,0
105,2018-09-10 01:00:00,4.94490000,5.12000000,4.88700000,5.02860000,12480946.54000000,2018-09-11 00:59:59.999,62630337.40469900,59127,8113622.03000000,40721180.36847100,0
106,2018-09-11 01:00:00,5.03430000,5.09600000,4.72000000,4.98650000,13071963.25000000,2018-09-12 00:59:59.999,64571687.71524300,65427,8160713.42000000,40357880.13445200,0
107,2018-09-12 01:00:00,4.98490000,4.98800000,4.75000000,4.94500000,10668222.16000000,2018-09-13 00:59:59.999,51945398.20611700,52654,6823325.69000000,33235298.29608800,0
108,2018-09-13 01:00:00,4.94680000,5.55550000,4.92300000,5.38000000,15282999.29000000,2018-09-14 00:59:59.999,79349859.56928000,83101,9495749.49000000,49200665.32993600,0
109,2018-09-14 01:00:00,5.38440000,5.53600000,5.12930000,5.21960000,12062133.24000000,2018-09-15 00:59:59.999,64127736.24524200,65240,7362030.50000000,39143955.50111500,0
110,2018-09-15 01:00:00,5.21950000,5.52000000,5.21000000,5.34010000,10294566.50000000,2018-09-16 00:59:59.999,55375099.14776500,46022,6846626.44000000,36804505.81235100,0
111,2018-09-16 01:00:00,5.33990000,5.49000000,5.19750000,5.40900000,10006590.53000000,2018-09-17 00:59:59.999,53593658.31826700,43310,6727058.42000000,36049108.44723500,0
112,2018-09-17 01:00:00,5.40690000,5.48310000,4.67450000,4.83980000,14189706.28000000,2018-09-18 00:59:59.999,72848332.82871600,75217,8443670.77000000,43597595.29906500,0
113,2018-09-18 01:00:00,4.84310000,5.26800000,4.77190000,5.05650000,11968752.83000000,2018-09-19 00:59:59.999,59523728.26895200,64421,7541138.12000000,37482362.32124900,0
114,2018-09-19 01:00:00,5.05070000,5.34510000,4.91000000,5.23690000,11557489.81000000,2018-09-20 00:59:59.999,59027107.53985500,69067,7113921.21000000,36350966.56504400,0
115,2018-09-20 01:00:00,5.23810000,5.85820000,5.18130000,5.74320000,12196969.94000000,2018-09-21 00:59:59.999,65077468.37111800,65564,7275207.76000000,38744864.49579500,0
116,2018-09-21 01:00:00,5.74320000,6.27320000,5.60000000,6.19010000,13964071.13000000,2018-09-22 00:59:59.999,81669199.55761200,94012,7543074.47000000,44128898.11067500,0
117,2018-09-22 01:00:00,6.18590000,6.30000000,5.76110000,5.94810000,6891666.21000000,2018-09-23 00:59:59.999,41202294.50201600,53102,3746246.43000000,22398667.39187400,0
118,2018-09-23 01:00:00,5.94290000,6.15550000,5.81040000,6.02630000,7827471.98000000,2018-09-24 00:59:59.999,46829940.16404300,49916,4074314.79000000,24374550.18491000,0
119,2018-09-24 01:00:00,6.02650000,6.04050000,5.58820000,5.66790000,6324359.40000000,2018-09-25 00:59:59.999,36631570.21017200,46122,3082526.39000000,17870611.17130900,0
120,2018-09-25 01:00:00,5.67520000,5.67550000,5.01000000,5.41940000,13107074.59000000,2018-09-26 00:59:59.999,69062940.43566000,75476,7995279.99000000,42091931.42889300,0
121,2018-09-26 01:00:00,5.42160000,5.77000000,5.23010000,5.55000000,13589930.21000000,2018-09-27 00:59:59.999,74268076.07654300,65823,9034838.09000000,49300731.95516200,0
122,2018-09-27 01:00:00,5.55180000,5.96320000,5.34640000,5.82530000,13301558.47000000,2018-09-28 00:59:59.999,74964578.16985500,68261,8871641.72000000,49954938.84908700,0
123,2018-09-28 01:00:00,5.82530000,6.02420000,5.65810000,5.75620000,13991389.18000000,2018-09-29 00:59:59.999,81448295.75002400,78401,9157186.90000000,53301369.89077200,0
124,2018-09-29 01:00:00,5.75620000,5.85430000,5.45210000,5.74390000,11890491.74000000,2018-09-30 00:59:59.999,67640743.37704600,54962,8117449.77000000,46221222.04177500,0
125,2018-09-30 01:00:00,5.74520000,5.91600000,5.35870000,5.72570000,14404746.48000000,2018-10-01 00:59:59.999,82413486.59749000,73947,9143080.30000000,52400744.45653800,0
126,2018-10-01 01:00:00,5.72590000,5.85000000,5.51550000,5.73760000,9502063.72000000,2018-10-02 00:59:59.999,54216126.85846200,51143,6057291.06000000,34567083.87738700,0
127,2018-10-02 01:00:00,5.73310000,5.79000000,5.53440000,5.61630000,11317245.16000000,2018-10-03 00:59:59.999,64236695.52466400,44057,7884677.10000000,44753926.61685300,0
128,2018-10-03 01:00:00,5.60960000,5.68900000,5.44310000,5.61530000,12220807.40000000,2018-10-04 00:59:59.999,67869087.71084300,56671,8406795.00000000,46703911.56519000,0
129,2018-10-04 01:00:00,5.61530000,5.91000000,5.60260000,5.80080000,13111708.54000000,2018-10-05 00:59:59.999,74986394.89027300,54252,8462103.09000000,48386002.66927200,0
130,2018-10-05 01:00:00,5.80170000,5.90000000,5.65020000,5.82000000,13095178.01000000,2018-10-06 00:59:59.999,75330721.67819300,50655,8468136.24000000,48706716.17198700,0
131,2018-10-06 01:00:00,5.82170000,5.85300000,5.66660000,5.73000000,14095923.21000000,2018-10-07 00:59:59.999,81234712.59877200,44951,8527340.82000000,49113368.65623400,0
132,2018-10-07 01:00:00,5.73000000,5.80000000,5.62390000,5.76300000,13803783.81000000,2018-10-08 00:59:59.999,78843449.88190700,42890,8849092.64000000,50545000.99317400,0
133,2018-10-08 01:00:00,5.75850000,6.02980000,5.72300000,5.93690000,14268017.55000000,2018-10-09 00:59:59.999,83415296.49522400,56755,8756502.27000000,51160915.87025500,0
134,2018-10-09 01:00:00,5.93690000,5.98170000,5.84000000,5.92140000,11960473.40000000,2018-10-10 00:59:59.999,70758200.90679900,43770,7315812.26000000,43286333.59610600,0
135,2018-10-10 01:00:00,5.92370000,5.96480000,5.81000000,5.91970000,12939478.14000000,2018-10-11 00:59:59.999,76283824.33182600,46758,7674620.06000000,45265088.46307000,0
136,2018-10-11 01:00:00,5.91970000,5.92370000,5.02000000,5.09650000,8380207.78000000,2018-10-12 00:59:59.999,45175892.04666600,71950,3882056.98000000,20866451.66812100,0
137,2018-10-12 01:00:00,5.09650000,5.32790000,5.01510000,5.19900000,8327490.77000000,2018-10-13 00:59:59.999,43382738.57499500,47295,5455463.05000000,28430420.79230500,0
138,2018-10-13 01:00:00,5.19880000,5.34500000,5.17000000,5.29480000,7431030.63000000,2018-10-14 00:59:59.999,39202483.30199400,32703,5474166.92000000,28881935.31867000,0
139,2018-10-14 01:00:00,5.30220000,5.34390000,5.16380000,5.21490000,7676548.92000000,2018-10-15 00:59:59.999,40547349.22334100,33150,5226123.37000000,27610415.13079200,0
140,2018-10-15 01:00:00,5.21050000,6.05000000,5.14480000,5.59250000,13959008.40000000,2018-10-16 00:59:59.999,78374236.87026100,101154,8146400.80000000,45608945.19868100,0
141,2018-10-16 01:00:00,5.59240000,5.67850000,5.49910000,5.57400000,6878185.15000000,2018-10-17 00:59:59.999,38233793.20248400,38313,4813585.55000000,26760165.06945000,0
142,2018-10-17 01:00:00,5.57540000,5.62840000,5.50100000,5.57040000,7355935.41000000,2018-10-18 00:59:59.999,40925289.12387000,37710,5008588.89000000,27863134.00241800,0
143,2018-10-18 01:00:00,5.57160000,5.64000000,5.35000000,5.45550000,7523742.22000000,2018-10-19 00:59:59.999,41603677.01485400,39139,5455746.94000000,30174547.96900400,0
144,2018-10-19 01:00:00,5.45550000,5.48500000,5.36600000,5.39790000,5710435.93000000,2018-10-20 00:59:59.999,31005519.77349500,26008,4140185.55000000,22477447.42950500,0
145,2018-10-20 01:00:00,5.39210000,5.51140000,5.37840000,5.45340000,7225211.70000000,2018-10-21 00:59:59.999,39465565.67087700,32916,5447461.41000000,29754791.58634100,0
146,2018-10-21 01:00:00,5.45590000,5.64380000,5.45170000,5.51250000,7763496.20000000,2018-10-22 00:59:59.999,43088873.85148400,37449,5399780.78000000,29968548.43217600,0
147,2018-10-22 01:00:00,5.51080000,5.55560000,5.44000000,5.47040000,4444993.85000000,2018-10-23 00:59:59.999,24476194.08455200,23379,3010944.56000000,16590404.72011900,0
148,2018-10-23 01:00:00,5.47040000,5.52870000,5.40770000,5.48470000,1959410.87000000,2018-10-24 00:59:59.999,10701366.50498600,14510,1022197.98000000,5583971.78411900,0
149,2018-10-24 01:00:00,5.48460000,5.52000000,5.42640000,5.43880000,1569284.58000000,2018-10-25 00:59:59.999,8601103.66189000,16378,779569.23000000,4272765.64892800,0
150,2018-10-25 01:00:00,5.43900000,5.46780000,5.40100000,5.42760000,1125763.24000000,2018-10-26 00:59:59.999,6121275.30949000,12213,607384.08000000,3304060.07685100,0
151,2018-10-26 01:00:00,5.42790000,5.50630000,5.38100000,5.44100000,2410054.70000000,2018-10-27 00:59:59.999,13112375.51932800,16807,1365927.65000000,7434131.98026700,0
