date,BTC_open,BTC_high,BTC_low,BTC_close,BTC_volume,BTC_quote_asset_volume,BTC_number_of_trades,BTC_ taker_buy_base_asset_volume,BTC_taker_buy_quote_asset_volume,BTC_ohlc,BTC_returns,ETH_open,ETH_high,ETH_low,ETH_close,ETH_volume,ETH_quote_asset_volume,ETH_number_of_trades,ETH_ taker_buy_base_asset_volume,ETH_taker_buy_quote_asset_volume,ETH_ohlc,ETH_returns,BNB_open,BNB_high,BNB_low,BNB_close,BNB_volume,BNB_quote_asset_volume,BNB_number_of_trades,BNB_ taker_buy_base_asset_volume,BNB_taker_buy_quote_asset_volume,BNB_ohlc,BNB_returns,EOS_open,EOS_high,EOS_low,EOS_close,EOS_volume,EOS_quote_asset_volume,EOS_number_of_trades,EOS_ taker_buy_base_asset_volume,EOS_taker_buy_quote_asset_volume,EOS_ohlc,EOS_returns,XRP_open,XRP_high,XRP_low,XRP_close,XRP_volume,XRP_quote_asset_volume,XRP_number_of_trades,XRP_ taker_buy_base_asset_volume,XRP_taker_buy_quote_asset_volume,XRP_ohlc,XRP_returns,XTZ_open,XTZ_high,XTZ_low,XTZ_close,XTZ_volume,XTZ_quote_asset_volume,XTZ_number_of_trades,XTZ_ taker_buy_base_asset_volume,XTZ_taker_buy_quote_asset_volume,XTZ_ohlc,XTZ_returns,LINK_open,LINK_high,LINK_low,LINK_close,LINK_volume,LINK_quote_asset_volume,LINK_number_of_trades,LINK_ taker_buy_base_asset_volume,LINK_taker_buy_quote_asset_volume,LINK_ohlc,LINK_returns,Date,Mining Revenue,Hashrate_Price_Multiple,Bitcoin_Adjusted_Difficulty,longs_mean,shorts_mean,longs_max,shorts_max,longs_min,shorts_min,longs_close,shorts_close,longs_open,shorts_open,fundingRateClose,fundingRateDailyClose,fundingRateOpen,fundingRateDailyOpen,fundingRateMean,fundingRateDailyMean,snp_Open,snp_High,snp_Low,snp_Close,snp_Volume,snp_ohlc,snp_returns
2018-12-31,3803.12,3810.0,3630.33,3702.9,29991.77835,111847216.11708207,190308,15523.796134,57912258.76286516,3736.5875,0.9739578264609104,137.81,138.66,128.7,131.45,484604.83962,64763118.1166383,157669,237701.09337,31797244.1788485,134.155,0.9541264426217607,5.9,6.2433,5.8304,6.1111,2388899.23,14438039.454585,26537.0,1277308.86,7718288.59752,6.0212,1.036851660191045,2.634,2.6431,2.4323,2.5326,8487571.3,21585273.401979,63827.0,4329751.32,11016509.877952,2.5605,0.9611749971535921,0.36488,0.36932,0.3435,0.34849,70308054.1,24879457.068601,68146.0,35439472.4,12543669.427563,0.3565475,0.9550549480665407,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,8485747.74684,44676132.2353,5106422924660.0,29513.809540095703,32502.989456506235,29886.5968821,34008.5681139,28773.96165360001,31991.16159365,28773.96165360001,33528.15525389,29532.98143165,32044.99017252,,,,,,,2498.94,2509.24,2482.82,2506.85,627380977.0,2499.4625,1.0020225162788508
2019-01-01,3701.23,3810.16,3642.0,3797.14,23741.687033,88149249.09230462,154227,12919.155899,47973435.866858,3737.6324999999997,1.0254503227200302,131.45,140.67,130.0,139.1,401776.88797,54280385.598127,125799,204877.27101,27658986.5487891,135.305,1.0581970330924306,6.1139,6.1228,5.7735,5.991,1412914.18,8379611.862422,22331.0,682669.28,4052797.806149,6.000299999999999,0.9803472369949763,2.5345,2.6345,2.4883,2.6184,5425315.83,13891991.5286,48386.0,2859959.71,7327809.447578,2.568925,1.0338782279080787,0.34864,0.36111,0.34533,0.3608,41061397.6,14481148.630993,44289.0,22590192.6,7971621.738376,0.35397,1.0353238256477948,,,,,,,,,,,,,,,,,,,,,,,2019-01-01,7406437.5892,43291796.7609,5248509606850.0,29459.65899542528,32585.078405753848,29918.74813222,33984.95131468,29316.90329919,31923.469333999998,29532.97743165,32044.5918764,29751.73193467,33507.34412293,,,,,,,,,,,,,
2019-01-02,3796.45,3882.14,3750.45,3858.56,35156.463369,133876627.2465106,218538,17921.600114,68277897.66105787,3821.9,1.0161753319603701,139.1,155.37,137.76,152.01,941486.31524,138801471.1186518,253070,452778.41302,66826091.4154906,146.06,1.0928109273903666,5.991,6.0939,5.8371,6.051,2130127.0,12667352.240985,44315.0,1056710.72,6285424.272247,5.99325,1.0100150225338007,2.6185,2.8617,2.5877,2.8197,7781422.0,21132405.05721,57189.0,4102291.72,11134657.857048,2.7218999999999998,1.0768790100824932,0.36057,0.3745,0.3535,0.36882,74162520.5,27033811.668072,73217.0,36341329.4,13248817.032563,0.3643475,1.0222283813747228,,,,,,,,,,,,,,,,,,,,,,,2019-01-02,7030739.128880001,41615985.2734,5618595848850.0,30397.75464954106,33366.868032717946,31978.84558933,34015.32762667,29493.607282499997,32956.24573754,29758.47812051,33497.94212812,31977.43620821,33164.58241953,,,,,,,2476.96,2519.49,2467.47,2510.03,637584225.0,2493.4874999999997,0.9976094860394984
2019-01-03,3857.57,3862.74,3730.0,3766.78,29406.948359,111657372.69526468,199812,14793.083267,56172495.42692984,3804.2725,0.9762139243655665,152.01,153.64,143.11,146.3,708091.31714,104953535.1485126,206600,345065.32126,51146898.6190388,148.765,0.9624366817972503,6.0445,6.062,5.7739,5.7979,1524726.37,8984033.715786,22785.0,704699.19,4153050.866723,5.919575,0.9581722029416626,2.8186,2.822,2.5709,2.6379,7580722.29,20406347.95745,53115.0,3860411.67,10400166.82728,2.7123500000000003,0.9355250558570061,0.3686,0.3691,0.34778,0.3524,61459149.9,21962305.235877,64440.0,30798652.6,11011314.48801,0.35947,0.9554796377636788,,,,,,,,,,,,,,,,,,,,,,,2019-01-03,7368988.35595,42174589.1025,5618595848850.0,32271.93111980673,32948.37584959886,32566.03321282,33229.13823709,31964.90034412,32722.70885884,31978.05481837,33156.44555137,32361.16416537,32969.13203356,,,,,,,2491.92,2493.14,2443.96,2447.89,762962293.0,2469.2275,0.9902706550564221
2019-01-04,3767.2,3823.64,3703.57,3792.01,29519.554671,111034550.64066195,192232,15579.303258,58616203.97789647,3771.605,1.006698028554893,146.3,154.8,143.54,151.97,805248.93821,120827141.5442279,224385,398803.89556,59878325.5278251,149.1525,1.0387559808612439,5.7947,5.99,5.7402,5.9692,1657441.74,9772290.645118,26252.0,885009.64,5222035.710365,5.873525000000001,1.0295451801514341,2.6361,2.7271,2.544,2.6744,6887348.65,18236052.106878,53384.0,3545806.44,9399650.489866,2.6454,1.0138367640926493,0.35255,0.358,0.34385,0.35308,51976479.9,18261381.090014,58174.0,25762836.5,9058915.328707,0.35187,1.0019296254256527,,,,,,,,,,,,,,,,,,,,,,,2019-01-04,7564081.637239999,43291796.7609,5618595848850.0,32741.041892871723,31981.407071870763,33371.35479184,33021.05330023,32327.15784961,30589.32210658,32361.30652419,32969.20870873,33341.95371923,30590.27965076,,,,,,,2474.33,2538.07,2474.33,2531.94,774811375.0,2504.6675,1.0143526669778302
2019-01-05,3790.09,3840.99,3751.0,3770.96,30490.667751,115893501.27515878,203673,14908.914175,56667455.38615935,3788.26,0.9944488543015445,152.08,159.26,151.2,152.83,773169.13736,120238339.7822187,231172,383106.49462,59615248.3448727,153.8425,1.0056590116470356,5.9688,6.1043,5.9188,5.9625,1636284.99,9826475.877965,26399.0,885981.63,5321087.106226,5.9886,0.998877571533874,2.6749,2.7435,2.6301,2.651,5805230.91,15597384.932202,46291.0,3035931.53,8162474.551037,2.674875,0.9912503739156446,0.35303,0.35981,0.345,0.34851,53463920.9,18885957.009937,60623.0,27206130.3,9620300.528156,0.35158750000000005,0.9870567576753143,,,,,,,,,,,,,,,,,,,,,,,2019-01-05,7194486.33048,41615985.2734,5618595848850.0,33466.84770206657,30785.334432298794,33677.87205296,31917.44029597,33296.99461856,28691.54596739,33341.95871923,30589.52292167,33551.07588388,28747.92768012,,,,,,,,,,,,,
2019-01-06,3771.12,4027.71,3740.0,3987.6,36553.806709,142198812.18914708,240496,19772.887008,76903705.93007119,3881.6075,1.0574495619152682,152.83,157.4,147.51,153.86,627908.47366,95681339.4600648,204337,318359.8694,48525641.3337721,152.9,1.0067395144932278,5.9626,6.3888,5.925,6.2688,2511301.27,15355552.564777,33867.0,1427284.57,8724142.0229,6.136299999999999,1.0513710691823899,2.6518,2.8626,2.6,2.8092,7195395.47,19658779.627752,53932.0,3808168.07,10408725.31641,2.7309,1.0596755941154283,0.34851,0.36446,0.34542,0.36042,63015691.4,22444101.911474,66421.0,33644141.7,11987199.806257,0.3547025,1.0341740552638377,,,,,,,,,,,,,,,,,,,,,,,2019-01-06,7929513.785019999,45526212.0776,5618595848850.0,33892.03378037097,27035.598530020838,34590.34018374,28938.22107064,32707.899760000004,24876.41969475,33610.51206216,28821.81864854,34455.55126934,24878.82694547,,,,,,,,,,,,,
2019-01-07,3987.62,4017.9,3921.53,3975.45,31869.846264,126830380.49287239,221219,16404.352241,65287611.65056139,3975.625,0.9969530544688534,153.89,155.48,147.86,149.34,424765.30258,64310962.9190328,157568,205545.31494,31132597.0580687,151.6425,0.9706226439620433,6.2681,6.3094,6.0061,6.2009,1683858.68,10428760.417152,24993.0,831813.44,5153744.820334,6.196125,0.9891685809086269,2.8104,2.8304,2.6821,2.7336,7269951.57,20005625.335061,51830.0,3697478.57,10176640.703586,2.764125,0.973088423750534,0.36042,0.37218,0.35701,0.36022,70715569.0,25665344.459982,73648.0,34805479.8,12638654.7862,0.3624575,0.9994450918373008,,,,,,,,,,,,,,,,,,,,,,,2019-01-07,6974865.18403,39381569.9567,5618595848850.0,33592.29414586736,24472.430075274886,34456.04228759,24900.27192781,32935.6371843,24100.823491599996,34450.77756579,24877.74949482,33339.21855524,24343.62407605,,,,,,,2535.61,2566.16,2524.56,2549.69,692225816.0,2544.005,1.0157056775001074
2019-01-08,3976.76,4069.8,3903.0,3955.13,38901.423122,154778846.54236615,242898,20047.977601,79781104.89538665,3976.1725000000006,0.9948886289602435,149.29,151.65,145.2,147.6,441661.06778,65535529.7557393,170585,220205.8156,32665110.2813971,148.435,0.9883487344314985,6.1979,6.7984,6.1381,6.5128,3946905.61,25730037.887084,46110.0,2102051.73,13701348.479787,6.4117999999999995,1.0502991501233692,2.733,2.8349,2.6809,2.743,6452192.39,17749513.889072,46867.0,3466879.81,9540757.572853,2.74795,1.003438688908399,0.36015,0.36796,0.3545,0.36073,67790037.4,24413973.844119,69400.0,34032712.9,12259159.176157,0.360835,1.0014158014546666,,,,,,,,,,,,,,,,,,,,,,,2019-01-08,7209979.6621199995,39381569.9567,5618595848850.0,33802.4600730367,23713.074786535464,34428.25950364,24354.14084835,33048.7073505,23152.35019221,33339.33462545,24343.62407605,33608.55931609,23457.32956909,,,,,,,2568.11,2579.82,2547.56,2574.41,662516953.0,2567.475,1.0092256107987208
2019-01-09,3955.45,4006.81,3930.04,3966.65,28989.439511,115218950.31554872,209240,14984.33702,59559010.745234,3964.7374999999997,1.0029126729083495,147.62,151.5,146.77,148.1,299443.563,44673066.391582,125358,154466.46066,23055106.0669205,148.4975,1.0033875338753389,6.5197,6.854,6.3386,6.5511,4167653.69,27575766.440919,45910.0,2089420.05,13826901.314209,6.565849999999999,1.0058807271833927,2.7433,2.92,2.7261,2.86,7243272.67,20364302.650949,49060.0,3667848.26,10301301.289419,2.81235,1.042654028436019,0.36073,0.36919,0.35775,0.3648,67288168.8,24400079.838975,71907.0,33996016.0,12330830.424715,0.36311750000000004,1.0112826767942784,,,,,,,,,,,,,,,,,,,,,,,2019-01-09,8610282.07595,47202023.5651,5618595848850.0,33544.002920744795,23286.582978932453,34094.94870214,23935.14325361,33280.52276062,22670.44987643,33604.84203333,23456.27922746,33806.96820236,22711.53078794,,,,,,,2580.0,2595.32,2568.89,2584.96,629452157.0,2582.2925,1.0057712343839764
2019-01-10,3966.06,3996.01,3540.0,3585.88,59402.22851,221789348.03469807,374760,28288.322574,105616252.06340843,3771.9875,0.9040071596939483,148.11,149.45,121.0,124.95,871751.75038,114437025.2827277,290765,432162.78581,56667564.7779082,135.8775,0.8436866981769076,6.5511,6.5764,5.65,5.8449,3348790.03,20367712.107099,45834.0,1623596.8,9874220.603505,6.1556,0.8922013097037139,2.8624,2.9474,2.274,2.3691,15447628.34,39728682.333346,113392.0,7954249.76,20493719.995622,2.613225,0.8283566433566434,0.36479,0.37963,0.315,0.32464,182432057.4,63015215.63774,152574.0,89001347.8,30681935.203198,0.346015,0.8899122807017543,,,,,,,,,,,,,,,,,,,,,,,2019-01-10,8367487.8475399995,45805513.9922,5618595848850.0,31940.714809990724,23110.182645027413,34071.53970282,24148.61218844,30613.09111672,22317.62541343,33796.92165107,22703.96392056,31105.68821162,23893.06745392,,,,,,,2573.51,2597.82,2562.02,2596.64,625406371.0,2582.4975,1.000079386823917
2019-01-11,3585.88,3658.0,3465.0,3601.31,38338.654733,137560743.6248598,264996,19907.350586,71430015.64522146,3577.5475,1.0043029883877876,124.96,127.36,120.08,124.65,545293.98369,67782816.3375987,197047,286390.42731,35610799.2804517,124.26249999999999,0.9975990396158464,5.844,6.1198,5.6853,5.9595,2559930.81,15157433.652937,32732.0,1311193.93,7759342.445121,5.902149999999999,1.0196068367294564,2.3692,2.4156,2.2801,2.3627,9119469.05,21541816.113737,77535.0,4725416.93,11163145.851065,2.3569,0.9972985521928157,0.32464,0.33418,0.31559,0.3258,74955650.2,24412830.449489,94037.0,37755914.2,12299257.638656,0.32505249999999997,1.0035731887629373,,,,,,,,,,,,,,,,,,,,,,,2019-01-11,7533079.22958,43571098.6755,5618595848850.0,31383.86669629431,24199.332343681974,31604.19246633,24491.67970617,31093.01673892,23859.90611677,31105.11699831,23893.14974392,31348.18516143,24325.02024801,,,,,,,2588.11,2596.27,2577.4,2596.26,543311944.0,2589.51,1.0027153946906049
2019-01-12,3601.31,3618.19,3530.0,3583.13,21999.928354,78908770.67658037,175679,11645.598846,41778835.50680978,3583.1575000000003,0.9949518369704358,124.67,126.19,122.0,123.35,300262.13404,37295866.3538343,122024,159060.66029,19774152.7462819,124.05250000000001,0.9895707982350581,5.9552,5.9657,5.8,5.8594,1743319.31,10235285.058373,21978.0,939495.31,5516152.034127,5.895075,0.9832032888665156,2.3614,2.4178,2.3411,2.3768,5316331.97,12643102.257527,46702.0,2746490.76,6534886.613654,2.374275,1.0059677487620096,0.3258,0.32977,0.32071,0.32557,38674176.1,12579459.68976,54644.0,20970189.6,6822808.704173,0.3254625,0.9992940454266422,,,,,,,,,,,,,,,,,,,,,,,2019-01-12,6853670.7248599995,41336683.3588,5618595848850.0,31729.904994544755,23628.644214608532,32094.86625749,24327.04105731,31254.44621628,23342.85636128,31347.95882912,24324.86224801,31832.85217847,23384.53598228,,,,,,,,,,,,,
2019-01-13,3584.1,3611.1,3441.3,3476.81,26385.757454,92882249.46737902,183113,13692.42064,48229503.0153272,3528.3275,0.9703276185904502,123.35,124.25,111.87,114.16,422561.96777,49521201.2764662,137005,228755.00345,26767549.3199914,118.4075,0.9254965545196595,5.8629,5.8884,5.3733,5.4688,1420692.05,8108312.422364,18672.0,694771.82,3969742.81798,5.648350000000001,0.9333378844250264,2.3766,2.3899,2.1762,2.2092,5711834.54,12986952.736829,47435.0,2859967.03,6507060.677039,2.2879750000000003,0.9294850218781556,0.32554,0.32953,0.30796,0.31132,56198037.6,17845500.581001,59856.0,26953523.0,8583259.112369,0.3185875,0.9562306109285252,,,,,,,,,,,,,,,,,,,,,,,2019-01-13,6352381.99386,38543664.2129,5618595848850.0,31699.846609744538,23267.064982661872,31907.75037072,23751.31846863,31337.42908487,22918.24300875,31832.94490087,23387.63298228,31736.35465564,23751.31846863,,,,,,,,,,,,,
2019-01-14,3477.56,3671.87,3467.02,3626.09,35235.211215,125631820.06705058,229452,18416.416902,65668831.10400985,3560.635,1.0429359096413091,114.17,130.05,113.94,126.95,546420.40854,66801543.3050366,181074,283172.06565,34555073.9481497,121.2775,1.1120357393132447,5.4688,6.062,5.4586,6.0583,2330172.48,13521000.249423,23190.0,1307422.11,7604285.957596,5.761925,1.1077933001755413,2.2095,2.4599,2.2044,2.4256,6215914.95,14508716.280178,53218.0,3389821.28,7901672.220331,2.3248499999999996,1.097954010501539,0.31139,0.33593,0.31115,0.32871,65175057.4,21107405.234631,71026.0,34817690.6,11272136.167661,0.321795,1.0558589232943596,,,,,,,,,,,,,,,,,,,,,,,2019-01-14,6215764.149230001,38264362.2983,5618595848850.0,31338.043254523993,23542.40832522958,31910.50054417,23785.82502419,30431.12260275,23223.36361344,31732.38524574,23742.78792792,30645.629680000002,23337.56455389,,,,,,,2580.31,2589.32,2570.41,2582.61,601100760.0,2580.6625,0.9965833304370324
2019-01-15,3626.08,3648.42,3516.62,3553.06,34137.997459,122785440.22887538,231684,17225.622434,61971796.9125699,3586.0449999999996,0.979859849038496,126.95,129.4,116.0,118.95,649020.5297,79985529.5587708,200989,323384.20597,39784995.5736818,122.825,0.9369830641985033,6.0565,6.0649,5.6601,5.8111,1366715.25,8031293.154063,19343.0,716398.66,4210654.640041,5.89815,0.9591964742584553,2.426,2.4461,2.3037,2.3496,6820880.36,16192453.11024,58379.0,3431776.63,8147961.305838,2.38135,0.9686675461741424,0.3286,0.33176,0.31606,0.3215,54164499.2,17587679.755488,64871.0,27767305.2,9020786.273692,0.32448,0.9780657722612638,,,,,,,,,,,,,,,,,,,,,,,2019-01-15,6784730.48244,43581703.0587,5862614531730.0,30510.01182738513,23074.488408554775,31066.49981007,23349.13927521,30277.29084585,22752.62230546,30645.3901479,23338.18152636,30937.52587497,22801.66334892,,,,,,,2585.1,2613.08,2585.1,2610.3,597494178.0,2598.395,1.0068712975834695
2019-01-16,3553.06,3645.0,3543.51,3591.84,27480.179977,98504455.20666535,205159,14183.69988,50843136.81523343,3583.3525,1.0109145356397022,118.93,126.88,118.52,121.48,513486.65472,62314225.9960432,192912,260457.57444,31607466.0093359,121.4525,1.0212694409415721,5.8007,6.1817,5.7741,6.0911,2164639.9,12960434.729842,21239.0,1313961.21,7866063.720043,5.9619,1.048183648534701,2.3475,2.436,2.3313,2.4027,5392886.82,12895394.678657,46265.0,2857270.99,6832728.160059,2.379375,1.022599591419816,0.32154,0.33196,0.3201,0.3257,48151576.2,15670242.945673,59556.0,25333612.7,8248693.071853,0.32482500000000003,1.013063763608087,,,,,,,,,,,,0.5355,0.5355,0.4668,0.4895,1343660.31,665013.644449,3492.0,602419.92,300116.387012,0.506825,,2019-01-16,6111232.21799,38609293.9849,5883988430960.0,30861.092472356893,22189.850155954,31527.32127226,23004.09290872,30517.21908785,21675.13735103,30938.30348151,22798.85199572,31509.12563636,21717.34619753,,,,,,,2614.75,2625.76,2612.68,2616.1,608247678.0,2617.3225,1.0072843043494157
2019-01-17,3591.84,3634.7,3530.39,3616.21,29755.440838,106709136.97324342,217797,16010.503395,57427195.93767381,3593.285,1.0067848233774332,121.49,122.99,116.8,121.54,447535.22716,53854069.2105117,169098,231192.403,27839121.1473983,120.705,1.0004939084622984,6.0941,6.33,5.9604,6.3266,2312287.74,14193314.652338,23754.0,1323742.54,8127500.905894,6.177775,1.03866296728013,2.4035,2.496,2.3262,2.4718,6827598.9,16552756.177062,50896.0,3614664.01,8766869.58001,2.424375,1.0287593124401715,0.3258,0.3284,0.31926,0.32489,46482575.6,15050768.289156,58968.0,24625854.6,7975933.099259,0.32458750000000003,0.9975130488179307,,,,,,,,,,,,0.4895,0.4953,0.4639,0.4756,1411725.35,673447.208597,3987.0,778386.36,370875.085453,0.48107500000000003,0.9716036772216549,2019-01-17,6111181.62426,38901788.6363,5883988430960.0,31511.25632317048,21829.13156300727,31793.722451700003,22079.46361667,31126.53137507,21610.78046514,31503.55657177,21708.53492252,31262.60826868,21887.56081506,,,,,,,2609.28,2645.06,2606.36,2635.96,625677718.0,2624.165,1.0026143129094713
2019-01-18,3613.32,3620.0,3565.75,3594.87,22713.446755,81699723.54479145,177567,12611.083757,45362975.23668103,3598.4849999999997,0.9940987940412752,121.56,121.98,117.66,119.17,235646.684,28305971.6688854,112833,118574.39197,14246528.4825557,120.09250000000002,0.9805002468323185,6.3152,6.5879,6.2132,6.4867,2495447.22,15985247.059954,27081.0,1401064.9,8975866.089466,6.4007499999999995,1.0253058514842095,2.4729,2.4848,2.38,2.4296,5451727.31,13250161.249564,43387.0,2740958.05,6664974.27143,2.441825,0.982927421312404,0.32468,0.32548,0.3161,0.32036,31990322.9,10280587.416064,44455.0,15020400.1,4828679.177569,0.321655,0.9860568192311243,,,,,,,,,,,,0.4762,0.5112,0.4601,0.4894,984417.59,474999.286242,5662.0,463067.14,223476.046492,0.484225,1.0290159798149705,2019-01-18,5831717.370069999,37146820.7279,5883988430960.0,31534.842362820506,22118.934627593615,31646.30618749,22335.15352901,31259.14390708,21831.87743806,31262.8309517,21879.12926344,31569.67753401,22288.91619995,,,,,,,2651.27,2675.47,2647.58,2670.71,784726681.0,2661.2574999999997,1.0141349724579056
2019-01-19,3594.87,3720.0,3594.23,3665.3,22171.578123,81354185.90325992,175054,11637.258171,42690540.30785225,3643.6000000000004,1.0195918072141692,119.16,125.29,119.14,122.6,323303.79296,39715159.1649606,117187,159926.95718,19624976.2784636,121.54749999999999,1.028782411680792,6.4887,6.64,6.2435,6.5199,2269437.98,14687340.306653,21884.0,1284679.01,8317407.844193,6.473025,1.0051181648604066,2.4296,2.5085,2.409,2.444,4397104.68,10800188.493071,33727.0,2434168.79,5977739.078952,2.447775,1.0059269015475798,0.32042,0.3325,0.31927,0.3267,43414969.4,14172186.906988,50888.0,22935951.4,7489056.092144,0.32472249999999997,1.0197902359845175,,,,,,,,,,,,0.4908,0.5,0.4673,0.4831,735443.2,354090.041046,4482.0,335579.52,162108.450317,0.48529999999999995,0.9871270944013076,2019-01-19,6341863.7318400005,40364261.8933,5883988430960.0,31654.110671518538,22383.00575493238,32273.67248043,22670.57941877,31372.45613822,21823.46799588,31569.67253401,22288.89660177,31381.42175209,22568.12351836,,,,,,,,,,,,,
2019-01-20,3665.75,3693.73,3475.0,3539.28,27901.938598,99767239.95381454,204941,13875.111381,49633530.63808028,3593.44,0.9656180940168608,122.61,123.32,115.68,117.47,451792.85352,53833668.9066349,164941,222998.00633,26556584.7928595,119.77000000000001,0.9581566068515498,6.5221,6.6295,6.2401,6.4008,1778376.93,11481466.262429,21670.0,967890.19,6254229.039168,6.448125,0.9817328486633231,2.4432,2.47,2.2484,2.3266,6718840.17,15775132.980896,56216.0,3493395.0,8200526.06514,2.3720499999999998,0.9519639934533551,0.32672,0.32861,0.31089,0.3168,40593702.6,12957741.167481,48146.0,18694340.8,5968923.168324,0.320755,0.9696969696969698,,,,,,,,,,,,0.4803,0.492,0.459,0.4834,677499.56,323333.553838,2098.0,315527.36,150762.229982,0.478675,1.0006209894431795,2019-01-20,6200364.55355,38901788.6363,5883988430960.0,31155.702070145355,23008.605268474294,32237.92872463,23356.818307799997,30030.60757481,22368.63699568,31383.72215894,22569.52224828,32204.09797447,22873.534401700002,,,,,,,,,,,,,
2019-01-21,3539.26,3559.51,3475.5,3526.9,19644.436839,69316548.76685554,160825,10462.020278,36918177.63501831,3525.2925,0.9965021134241993,117.56,118.5,113.61,115.63,303632.93463,35258073.4282649,119538,151719.15903,17621439.7431546,116.325,0.984336426321614,6.4069,6.515,6.2788,6.4724,1851048.49,11908754.858074,14852.0,1147651.36,7385500.431275,6.418275,1.011186101737283,2.3279,2.4027,2.293,2.3223,4909058.38,11461152.228998,41047.0,2618058.18,6113111.208541,2.336475,0.9981518095074357,0.31697,0.32163,0.3127,0.31767,29721620.1,9416171.524385,43779.0,16293009.2,5164210.103625,0.3172425,1.002746212121212,,,,,,,,,,,,0.4839,0.5198,0.465,0.4972,897787.84,446086.78762,3020.0,475523.36,237158.039574,0.491475,1.0285477865122052,2019-01-21,7156712.10523,45921660.2699,5883988430960.0,31603.428379285444,23002.953138724257,32482.41895362,23369.19618419,30299.14440715,22633.09458788,32203.03690564,22872.534401700002,30299.14440715,23187.54088055,,,,,,,,,,,,,
2019-01-22,3526.88,3608.5,3434.85,3570.93,29336.442967,103804480.11605988,195484,15661.333001,55461347.6939766,3535.29,1.0124840511497348,115.62,119.49,111.39,117.81,359542.63873,41777737.4704705,134797,191477.42643,22269617.0685721,116.0775,1.0188532387788636,6.4681,6.5088,6.25,6.4736,1854629.75,11938849.639233,17562.0,1060204.64,6831977.784855,6.425125,1.0001854026327173,2.3226,2.4948,2.2583,2.4276,6368766.91,15149818.378854,53025.0,3365688.76,8013089.67447,2.375825,1.045342978943289,0.31766,0.3202,0.30611,0.31762,51740083.2,16317684.232892,60138.0,27336863.7,8629683.918712,0.3153975,0.9998426039600844,,,,,,,,,,,,0.496,0.5656,0.4956,0.5344,1784953.5,955513.881021,4972.0,810120.63,432224.627544,0.5228999999999999,1.0748189863234112,2019-01-22,6723982.956569999,43874197.7101,5883988430960.0,29474.03953440274,22705.447165654816,30308.89967713,23186.13283317,28515.27566183,22270.42716549,30298.99440715,23186.13283317,29567.63634943,22355.7691567,,,,,,,2657.88,2657.88,2617.27,2632.9,737565240.0,2641.4825,0.9925693022941223
2019-01-23,3570.41,3607.98,3514.5,3552.82,24938.842698,88816396.34583545,192892,13136.693253,46789527.0087881,3561.4275,0.9949284920174857,117.8,118.95,114.8,116.44,230247.61578,26975386.3924584,102993,116161.13221,13613289.9824452,116.9975,0.9883711060181648,6.478,6.53,6.3499,6.4969,1928704.72,12474449.059306,13645.0,1166745.15,7548392.95572,6.4637,1.0035992338111714,2.4275,2.462,2.3851,2.4188,4011152.74,9712145.246604,33275.0,2054488.25,4975422.719083,2.42335,0.9963750205964739,0.31762,0.31933,0.312,0.31415,37351681.3,11800940.36567,47968.0,19342819.4,6114744.042292,0.315775,0.9890749952773754,,,,,,,,,,,,0.5342,0.5475,0.4901,0.5046,1827069.39,940352.297759,4592.0,909871.19,467161.148266,0.5191,0.9442365269461079,2019-01-23,5844342.94108,38024304.6821,5883988430960.0,29119.454837675206,22474.30376511145,29582.58791545,22664.63084083,28922.61490189,22333.57655793,29567.63634943,22355.6191567,28957.19550947,22595.09274483,,,,,,,2643.48,2653.19,2612.86,2638.7,574077880.0,2637.0575000000003,0.9983248043475588
2019-01-24,3552.97,3589.0,3529.22,3569.62,20826.25118,74037052.86632736,162159,10975.97457,39023591.88152408,3560.2024999999994,1.004728638095935,116.4,117.15,113.61,116.39,216242.29829,25044265.7542041,90622,109084.23085,12638375.4406635,115.8875,0.9995705942974923,6.4963,6.4963,6.3915,6.4588,1514319.91,9750589.965848,11955.0,876166.46,5642277.199062,6.460725,0.994135664701627,2.4188,2.4509,2.3849,2.4343,3593242.18,8688368.192139,30932.0,1892715.65,4577470.563977,2.422225,1.006408136265917,0.31422,0.31795,0.31255,0.31593,27176617.3,8561556.633777,38617.0,13890071.6,4376260.509053,0.3151625,1.0056660830813307,,,,,,,,,,,,0.5046,0.5065,0.4518,0.5017,1529219.53,745639.12774,3970.0,574885.47,280696.723904,0.49115,0.9942528735632183,2019-01-24,6683461.5332,42704219.1045,5883988430960.0,28767.901843573833,23292.7668582498,28988.70429565,23854.63758098,28578.03981693,22588.62928975,28953.26218139,22589.75994111,28884.44225254,23824.81375508,,,,,,,2638.84,2647.2,2627.01,2642.33,627699787.0,2638.8450000000003,1.0006778388412083
