,Unnamed: 0,Unnamed: 0.1,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades, taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,upper,middle,lower,Date,ohlc,date,ma_21,ma_21_rate,ma_21_std_center,ma_21_std,MA_7,EMA_20,mayer_multiple,Mining Revenue,Hashrate_Price_Multiple,Bitcoin_Adjusted_Difficulty,exchange_inflow,exchange_outflow,stablecoin_supply_ratio,sopr,net_unrealized_profit_loss,market_value_to_realised
13,196,196,2018-03-01 00:00:00,10325.64,11060.41,10240.0,10920.0,25092.553930000002,2018-03-01 23:59:59.999,268172535.3811293,230428,12785.4045,136788817.23158327,0.0,11152.118510826604,10279.598935711438,9407.079360596272,2018-03-01,10636.5125,2018-03-01,9900.747619047625,10.29470116975287,-5.8909461872820374,14.957030742388044,10159.896785714296,10094.227703169883,,20144045.5125,23172168.7464,3007383866430.0,47056.1323979,47056.1323979,81.55594428642904,1.0068325166581,0.4965335943775431,1.9904546036883317
14,197,197,2018-03-02 00:00:00,10923.36,11200.0,10770.0,11039.0,23910.71009,2018-03-02 23:59:59.999,262936307.00785762,211691,11893.333632,130864918.8230748,0.0,11049.001399899375,10455.353874039827,9861.706348180282,2018-03-02,10983.09,2018-03-02,10012.89428571429,10.247843280935129,-5.236899790363511,15.049772909280176,10302.060357142867,10178.881255458564,,22728868.4508,24667147.3752,3007383866430.0,39356.43178632,39356.43178632,84.02694399673874,1.01258481992807,0.512470966037104,2.0470051962324387
15,198,198,2018-03-03 00:00:00,11038.99,11544.0,11015.01,11464.48,21287.153280000002,2018-03-03 23:59:59.999,241749497.9024717,190444,10842.682784,123142920.22314858,0.0,11477.025439705923,10692.186426445836,9907.347413185747,2018-03-03,11265.619999999999,2018-03-03,10152.441904761909,12.92337456885808,-4.744005893733838,15.301407634982557,10494.487500000008,10282.380183742009,,21569895.065,23321666.6093,3007383866430.0,31552.237683719995,31552.237683719995,86.87729776196929,1.01115596564794,0.5269132534589136,2.1108655800743423
16,199,199,2018-03-04 00:00:00,11464.47,11565.0,11050.02,11515.0,17295.918653,2018-03-04 23:59:59.999,194849579.1250208,168359,8197.401595000001,92437014.46393472,0.0,11808.606523496172,10946.947975588058,10085.289427679947,2018-03-04,11398.622500000001,2018-03-04,10316.780952380956,11.61427244747803,-4.079378734318747,15.393183607290904,10751.208214285723,10388.688975982071,1.3101295055017534,25485633.75,26909615.3184,3007383866430.0,28501.594334949998,28501.594334949998,86.06735357482013,1.02278755295069,0.5228766761710655,2.0902728267543145
17,200,200,2018-03-05 00:00:00,11515.0,11710.0,11415.01,11454.0,15144.231063,2018-03-05 23:59:59.999,174866951.39806527,164318,7668.823714,88588986.3365785,0.0,11665.626133713096,11169.881392686992,10674.136651660887,2018-03-05,11523.5025,2018-03-05,10438.257142857146,9.730962202228582,-3.343510808718906,15.294395251344715,10979.26857142858,10496.766454658182,1.3190135340462819,21145836.0833,22125683.7062,3007383866430.0,81716.4420359,81716.4420359,88.12376034857668,1.0325299224995,0.5321265200395283,2.1285100701763806
18,201,201,2018-03-06 00:00:00,11455.0,11455.0,10555.48,10716.48,29515.572363,2018-03-06 23:59:59.999,323842216.64859617,250306,13482.297196000001,147874120.62232068,0.0,11877.606137169594,11253.899741833433,10630.193346497272,2018-03-06,11045.489999999998,2018-03-06,10541.903809523814,1.6560214704147427,-2.832545358595905,15.088134755087584,11061.444285714295,10549.025840015547,1.2593476530210852,21689457.57,24372959.7309,3233581400370.0,45726.201420749996,45726.201420749996,84.56635192726718,1.00718000205946,0.5134772444529524,2.0433090520762396
19,202,202,2018-03-07 00:00:00,10716.48,10899.0,9389.31,9910.0,50647.67108,2018-03-07 23:59:59.999,514808033.4879209,396721,24022.451231,244164771.36009568,0.0,12380.869317164832,11130.318328047173,9879.767338929509,2018-03-07,10228.6975,2018-03-07,10563.809047619052,-6.189141101205465,-2.6314138526817468,14.982880208187105,11011.647857142863,10518.518379015884,1.1621416740087556,20998999.9483,25517998.1076,3290605988760.0,64025.59186382999,64025.59186382999,79.87912884970834,0.984094255114197,0.4844483199584211,1.9316582737204226
20,203,203,2018-03-08 00:00:00,9910.0,10099.0,9060.0,9271.64,41109.473226,2018-03-08 23:59:59.999,394641280.63843673,336514,20257.455837999998,194608716.9350392,0.0,12554.091056096053,10806.585986319404,9059.080916542758,2018-03-08,9585.16,2018-03-08,10529.120952380958,-11.942886382140031,-2.5642204443760486,14.933384127238252,10861.45464285715,10429.627104703155,1.0856506113745443,19856688.825,25681575.0185,3290605988760.0,62616.85484780001,62616.85484780001,74.42709095961824,0.982883917312235,0.44719129095652344,1.8074376880047591
21,204,204,2018-03-09 00:00:00,9267.07,9410.0,8329.0,9227.0,64112.291407000004,2018-03-09 23:59:59.999,567082901.1319405,462712,31166.414848,275735446.01075995,0.0,12111.689599879042,10392.033614486834,8672.377629094624,2018-03-09,9058.2675,2018-03-09,10484.693333333338,-11.995518546401655,-2.5264916419044576,14.90685207877193,10586.480000000009,10299.021427904252,1.0230590566045423,19122238.46,26499459.5732,3290605988760.0,67657.03758792,67657.03758792,68.37721760148253,0.947559209276779,0.40112926584091413,1.6698715331147387
22,205,205,2018-03-10 00:00:00,9230.0,9490.0,8667.07,8770.22,37180.012857,2018-03-10 23:59:59.999,341210248.41481787,288066,17639.827276,161991786.13432977,0.0,11282.466965520453,9933.120164945,8583.77336436955,2018-03-10,9039.3225,2018-03-10,10376.630000000006,-15.481037677935959,-2.6914216338502843,15.013108894617085,10268.43750000001,10179.050101303785,1.0179593896696437,16597022.2367,23882228.9981,3290605988760.0,33459.38130774,33459.38130774,70.74710894722865,0.984814528171792,0.42434437964161387,1.7310658809320536
23,206,206,2018-03-11 00:00:00,8770.22,9740.0,8450.0,9533.57,44325.973386,2018-03-11 23:59:59.999,403491260.92753166,333367,21150.206944,192897625.6114657,0.0,10344.41481703201,9593.719255878808,8843.023694725607,2018-03-11,9123.4475,2018-03-11,10336.160476190484,-7.7648801800171725,-2.783354684553514,15.032522788777252,9943.412500000008,10078.516520126095,1.0245399706521814,15401709.522,22900767.5324,3290605988760.0,40964.74060455,40964.74060455,69.36811493432677,1.00287782586598,0.4102307533167204,1.6976648246088366
24,207,207,2018-03-12 00:00:00,9533.57,9888.88,8780.0,9131.34,42230.777930000004,2018-03-12 23:59:59.999,395562731.86503726,336642,19369.697756,181454623.85622355,0.0,9840.648001684036,9346.135720001294,8851.623438318551,2018-03-12,9333.447499999998,2018-03-12,10239.89095238096,-10.825808180342008,-2.8579474996722665,15.06521597788537,9630.547500000006,10007.557565763786,1.0451275581174588,18756523.695,25027267.3747,3290605988760.0,43391.27710285001,43391.27710285001,72.40405608717495,0.996653775863068,0.43604271129373146,1.7694539532701477
25,208,208,2018-03-13 00:00:00,9131.34,9474.0,8823.0,9150.0,40191.409358,2018-03-13 23:59:59.999,367353984.71328366,342734,19856.457047,181534440.7752947,0.0,9665.22811982703,9177.89746286496,8690.566805902889,2018-03-13,9144.585,2018-03-13,10142.224761904768,-9.783107604079788,-2.7427962233016014,14.991426620033197,9358.989642857148,9925.369702290027,1.02122343359345,18489655.0517,26335882.6623,3290605988760.0,52458.6819292,52458.6819292,70.26340816682851,0.994484398126458,0.4172203832501281,1.7158991290736085
26,209,209,2018-03-14 00:00:00,9151.92,9333.78,7900.28,8170.0,49708.094108,2018-03-14 23:59:59.999,426058009.75594646,399127,22883.329725,196344166.24842268,0.0,9878.262217635913,8959.936033529717,8041.60984942352,2018-03-14,8638.994999999999,2018-03-14,10034.243809523816,-18.578817147679857,-2.884706082604026,15.11489327009079,9131.889285714291,9802.85782579017,0.9624294719592518,18172079.5,25845151.9294,3290605988760.0,50586.627430520006,50586.627430520006,67.29603027971558,0.977453548861955,0.3954755908874799,1.648408561041522
27,210,210,2018-03-15 00:00:00,8184.01,8430.0,7650.0,8240.98,52291.022277,2018-03-15 23:59:59.999,422130717.47310126,400529,26414.160250999998,213358245.6744019,0.0,9805.585568208835,8721.29437393343,7637.003179658023,2018-03-15,8126.2475,2018-03-15,9959.479047619054,-17.254909010827063,-2.8113605235087245,15.035412854730678,8923.473214285721,9643.18065179775,0.90339738526061,14672757.0,23555075.1762,3290605988760.0,57889.061747370004,57889.061747370004,62.273525452619786,0.988364389949763,0.34628432021350003,1.527371472449159
28,211,211,2018-03-16 00:00:00,8240.98,8611.64,7900.0,8260.0,38815.409893000004,2018-03-16 23:59:59.999,322355002.16519487,255807,20049.433993000002,166563494.40168035,0.0,9405.957310745558,8505.396205869707,7604.835100993858,2018-03-16,8253.154999999999,2018-03-16,9870.38190476191,-16.315294791025167,-2.680632438299873,14.8893939496393,8808.457142857149,9510.797256307696,0.9154967271121366,15044619.0,23555075.1762,3290605988760.0,40124.77877923,40124.77877923,63.696728676243254,0.986311995572558,0.3596381452134874,1.5641187102578122
29,212,212,2018-03-17 00:00:00,8260.0,8348.62,7721.99,7824.8,33110.206329,2018-03-17 23:59:59.999,265973111.6176285,292041,15677.257361000002,125987772.43325073,0.0,9164.584107511855,8285.471810376059,7406.3595132402625,2018-03-17,8038.8525,2018-03-17,9781.348095238101,-20.002847012372627,-2.747756964939262,14.962546297456312,8665.532857142862,9370.61204134389,0.8899632842447499,16634283.9,25517998.1076,3290605988760.0,31918.650843540003,31918.650843540003,61.993808213285305,0.994140691113405,0.3446815679133775,1.5222830717781155
30,213,213,2018-03-18 00:00:00,7824.01,8317.4,7322.0,8189.99,59488.231711,2018-03-18 23:59:59.999,458311733.5188204,423336,28216.510793999998,217530802.6198248,0.0,8445.387092244511,8126.255142206013,7807.123192167516,2018-03-18,7913.35,2018-03-18,9714.680952380957,-15.694709479957481,-2.5354342644519443,14.705783680897788,8492.66178571429,9231.825180194226,0.8744391669229702,14888219.0238,24372959.7309,3290605988760.0,42446.28281904,42446.28281904,58.883976614590026,0.988970487146055,0.308838781355125,1.4477491652731573
31,214,214,2018-03-19 00:00:00,8189.0,8705.23,8088.4,8600.0,55297.084941999994,2018-03-19 23:59:59.999,462654338.9821279,360414,27263.324763999997,228208487.5469021,0.0,8575.387539499498,8082.661196043577,7589.934852587658,2018-03-19,8395.6575,2018-03-19,9632.585714285718,-10.719714777666923,-1.9770379691485822,13.898284312500794,8358.691785714289,9152.190162996898,0.9258165307668178,15423545.8125,25990711.2964,3381698122500.0,54232.112831759994,54232.112831759994,63.971744538943206,0.999593308006974,0.3654014762152485,1.5734920603420302
32,215,215,2018-03-20 00:00:00,8595.01,9050.0,8280.0,8909.98,44865.105835,2018-03-20 23:59:59.999,387879393.4706143,298261,22849.035238,197422831.30082303,0.0,8902.285308864224,8161.8130001750615,7421.3406914859,2018-03-20,8708.747500000001,2018-03-20,9553.582857142863,-6.736769511154293,-1.5103706842845785,13.379785579019291,8296.42928571429,9109.957528408504,0.9582589911017305,16306726.6167,26679206.9599,3462542391190.0,52036.22232680001,52036.22232680001,66.29057986496909,0.997025880537357,0.38616864953232716,1.6294684466216114
33,216,216,2018-03-21 00:00:00,8909.96,9177.01,8750.6,8885.0,39972.405371,2018-03-21 23:59:59.999,358157473.3612324,293696,19047.486799000002,170758402.39723507,0.0,9144.242555790252,8306.778980501476,7469.315405212701,2018-03-21,8930.6425,2018-03-21,9484.927619047623,-6.325062700983068,-1.0492125031472694,12.849201053832957,8338.093214285718,9092.879906649,0.9803519481159101,14275767.4275,21859737.3155,3462542391190.0,44531.68748044,44531.68748044,68.87854257686217,1.00372867704224,0.41058182541349875,1.6954902246321817
34,217,217,2018-03-22 00:00:00,8884.82,9100.0,8465.1,8722.9,40617.556808999994,2018-03-22 23:59:59.999,354804129.3433086,276449,19567.563618,171050710.21250018,0.0,8970.91064670163,8448.172912751354,7925.435178801078,2018-03-22,8793.205,2018-03-22,9380.303809523813,-7.008342404180482,-0.6746196543343708,12.423673632913355,8433.372857142862,9064.339439339547,0.962999720300716,17009679.0867,26162835.2123,3462542391190.0,50511.71795379,50511.71795379,66.2600843110535,0.991638270760123,0.4012841751753507,1.6487362639604044
35,218,218,2018-03-23 00:00:00,8720.0,8909.0,8269.0,8898.03,39991.007666000005,2018-03-23 23:59:59.999,340755592.544531,278571,20106.789387,171487640.92907605,0.0,8826.124736318461,8581.462903284628,8336.801070250795,2018-03-23,8699.0075,2018-03-23,9278.352857142861,-4.099034203577119,-0.4708518566440745,12.291830380204274,8497.066071428575,9029.545921296676,0.9503819130296299,15534104.8958,24613719.9694,3462542391190.0,45240.58257195,45240.58257195,63.53292579946451,0.991936662307625,0.38040951928970324,1.6129704151601527
36,219,219,2018-03-24 00:00:00,8898.04,8999.95,8491.0,8546.86,35466.609572,2018-03-24 23:59:59.999,313254829.90513664,270300,17302.10809,152967779.86486968,0.0,8935.972776952229,8655.006535109163,8374.040293266095,2018-03-24,8733.962500000001,2018-03-24,9139.418571428574,-6.483547796804217,-0.33057840778054,12.185826864420633,8596.367500000002,9001.395119260713,0.9518124281327236,14450536.16,22892480.8107,3462542391190.0,27245.064797660005,27245.064797660005,65.93732521154487,1.00709567215062,0.4035192612536631,1.6736649072654535
37,220,220,2018-03-25 00:00:00,8531.25,8669.85,8365.77,8470.15,29001.769316,2018-03-26 00:59:59.999,247023172.30795503,215660,14379.264362,122528263.982816,0.0,9013.443133658504,8666.867976696412,8320.29281973432,2018-03-25,8509.255,2018-03-25,8994.425714285717,-5.82889592887534,-0.09377788202668366,11.97317176606379,8681.496785714287,8954.52463170046,0.9253007975794851,16891637.75,26851330.8757,3462542391190.0,26332.90846616,26332.90846616,63.696341086124136,0.984754604956134,0.38152661209073707,1.6151192033722996
38,221,221,2018-03-26 01:00:00,8470.14,8514.89,7831.0,8134.23,44033.59566,2018-03-27 00:59:59.999,358429758.8731952,310462,20957.25692,170723432.32235476,0.0,9115.058415274,8601.115566996697,8087.172718719395,2018-03-26,8237.564999999999,2018-03-26,8836.341428571432,-7.945725436787953,-0.1366953904897834,11.998588189150327,8658.912142857143,8886.242761999394,0.8940057521612657,14541688.125,23236728.6425,3462542391190.0,52850.605320509996,52850.605320509996,61.07154361004177,0.984599349414319,0.35871793330160306,1.5583765755065293
39,222,222,2018-03-27 01:00:00,8134.22,8215.94,7730.0,7795.51,37427.64805,2018-03-28 00:59:59.999,297609656.44043654,266540,18462.382105,146860645.0354061,0.0,9204.590143570871,8453.193595099045,7701.797046627218,2018-03-27,7968.9175,2018-03-27,8697.247619047623,-10.368080323167405,-0.17073904518567876,12.02616670782205,8553.222142857145,8798.878451315064,0.863194556898089,15370403.125,25818587.3805,3462542391190.0,39379.934756070004,39379.934756070004,59.30085143915392,0.988050114609555,0.3407228757729007,1.5126203147331438
40,223,223,2018-03-28 01:00:00,7795.51,8109.0,7728.0,7949.3,26401.33167,2018-03-29 00:59:59.999,209186093.1831796,183620,13685.417143,108484584.61222105,0.0,8869.664216951162,8288.685659963652,7707.707102976143,2018-03-28,7895.4525,2018-03-28,8603.880952380956,-7.607973146116265,-0.3934942537760129,12.076306115953917,8405.337857142858,8712.837884507362,0.853565223821407,14964770.5,26162835.2123,3462542391190.0,39501.52315098,39501.52315098,58.944465533820505,0.985227442214952,0.33532049384469387,1.5056648011919413
41,224,224,2018-03-29 01:00:00,7949.3,7975.0,6941.11,7090.14,54620.915125,2018-03-30 00:59:59.999,405591158.63231814,359537,24584.811547999998,182402558.2111396,0.0,8959.403095277328,8043.577603027072,7127.752110776816,2018-03-29,7488.8875,2018-03-29,8500.000000000004,-16.58658823529416,-0.98658767455364,12.24822854951053,8219.006785714286,8596.271181201591,0.8081397186867779,13433141.25,23236728.6425,3462542391190.0,57481.36109202999,57481.36109202999,56.04239100048079,0.960191396121687,0.30480584998831084,1.436924733288778
42,225,225,2018-03-30 01:00:00,7090.16,7292.43,6600.1,6840.23,65306.031976,2018-03-31 00:59:59.999,450352009.17099804,400057,31944.390579000003,220453635.60711318,0.0,8745.188212332721,7735.008384429078,6724.8285565254355,2018-03-30,6955.7300000000005,2018-03-30,8386.344285714289,-18.436093642709324,-1.6775716836130237,12.397194920134602,7969.967142857144,8440.029163920824,0.7494908408241165,13627332.0,26162835.2123,3462542391190.0,75046.15705258,75046.15705258,51.525603216286406,0.967013634290949,0.24442144661259485,1.3211124728624914
43,226,226,2018-03-31 01:00:00,6840.24,7223.36,6777.0,6923.91,36868.539087,2018-04-01 00:59:59.999,258341534.47236213,240293,19086.033606999998,133763988.34700295,0.0,8356.313038153936,7434.562423256702,6512.811808359468,2018-03-31,6941.1275,2018-03-31,8298.424761904766,-16.563562378907065,-2.5586241049518956,12.098259234784939,7713.847857142858,8297.276624480392,0.7468152742587421,13937126.625,27884074.371,3462542391190.0,49954.121168009995,49954.121168009995,52.1403900558545,0.99091337856688,0.25506817007083454,1.3416814446183893
44,227,227,2018-04-01 01:00:00,6922.0,7049.98,6430.0,6813.01,44071.430463,2018-04-02 00:59:59.999,297470498.81956285,260942,21899.30066,147951173.82212943,0.0,8020.437976555246,7172.1264936296475,6323.815010704048,2018-04-01,6803.7474999999995,2018-04-01,8168.874285714289,-16.597933060194364,-3.291195398791769,11.991660179990214,7470.203928571429,8155.035755464767,0.7309346255134227,11096768.0,22031861.2314,3462542391190.0,42330.173138449994,42330.173138449994,50.73005276169533,0.976092707010128,0.23441622214136956,1.3056680916774384
45,228,228,2018-04-02 01:00:00,6813.01,7125.0,6765.0,7056.0,32123.560072000004,2018-04-03 00:59:59.999,224322159.41331607,206780,16365.683590999999,114292405.85810466,0.0,7218.593385840902,6995.47200922399,6772.350632607079,2018-04-02,6939.7525000000005,2018-04-02,8070.048571428575,-12.565582009242675,-4.1307272401090165,11.344859053572915,7284.802142857144,8039.294493026673,0.7441998544276007,13758062.625,28274794.2168,3494288842680.0,46793.02266433001,46793.02266433001,51.94402298566502,0.992447560525164,0.25441524932497894,1.340267972655316
46,229,229,2018-04-03 01:00:00,7063.97,7520.0,7011.01,7405.21,37787.331811000004,2018-04-04 00:59:59.999,277080072.7617128,248143,19218.850485,140892233.113676,0.0,7372.356997037822,6940.321584341778,6508.286171645735,2018-04-03,7250.047500000001,2018-04-03,7986.963333333337,-7.283786203267113,-4.84233832497109,10.535506865414465,7182.10642857143,7964.128112730851,0.7758693167459977,13719904.25,27227579.6162,3511060552900.0,64566.13992967001,64566.13992967001,54.54117300131762,0.993178619809446,0.28878072584333836,1.4079488746864022
47,230,230,2018-04-04 01:00:00,7405.21,7427.52,6707.0,6796.1,42227.183804,2018-04-05 00:59:59.999,297443582.74612254,277249,20299.402203,142890978.60995668,0.0,7348.138085751161,6901.233493052208,6454.3289003532545,2018-04-04,7083.9575,2018-04-04,7921.539523809527,-14.207333314778367,-5.51768480444701,10.191384644984202,7066.178571428573,7880.302340082183,0.7567258522938086,15098761.3125,28449329.9836,3511060552900.0,54341.55728138,54341.55728138,52.78173332654474,0.985919414295358,0.26949144901157035,1.3644966994730974
48,231,231,2018-04-05 01:00:00,6796.1,6902.0,6566.69,6770.76,39029.73146,2018-04-06 00:59:59.999,263446941.13212416,238476,18991.102712,128270766.86646058,0.0,7337.8287975094545,6855.02740685756,6372.226016205666,2018-04-05,6758.887500000001,2018-04-05,7851.529047619051,-13.765077363456868,-6.01155992814815,10.072999681690819,6961.89285714286,7773.500926732221,0.7208072974544601,12472512.0625,25656757.7153,3511060552900.0,47498.617156219996,47498.617156219996,50.35720399126603,0.979127124764856,0.23302239722470616,1.3021856609598568
49,232,232,2018-04-06 01:00:00,6770.0,6850.0,6500.0,6601.39,27455.011919999997,2018-04-07 00:59:59.999,182139799.80865908,162456,13778.063462,91424043.79892384,0.0,7347.7954421303475,6787.162025017664,6226.528607904979,2018-04-06,6680.3475,2018-04-06,7772.547619047623,-15.067873192279336,-6.60246200582295,9.851337509749971,6922.5525000000025,7669.3910765594865,0.7113708210753866,13311694.5,27227579.6162,3511060552900.0,45396.22661877,45396.22661877,49.550184053432005,0.979216492338591,0.22139790946837856,1.2826244865078045
50,233,233,2018-04-07 01:00:00,6601.39,7070.0,6586.28,6895.8,32269.578267,2018-04-08 00:59:59.999,222323863.54144785,178577,16460.736225999997,113334533.85269152,0.0,7292.125112109737,6746.794449645713,6201.463787181689,2018-04-07,6788.367499999999,2018-04-07,7728.309523809528,-10.772207314480823,-6.9721292938990915,9.705021429154252,6900.729642857144,7585.484069262447,0.7217914870945802,11431310.51,24085935.8143,3511060552900.0,42723.91759559,42723.91759559,51.172388588985584,0.987229319206379,0.24597687935021675,1.3272696477989843
